,auteurs,url,tags,0,1,2,3,4,5,6
1139,Caroline JANUEL,https://www.millenaire3.com/dossiers/2022/l-eau-3-3-avec-eau-future-liberer-nos-imaginaires/l-eau-comme-bien-commun-et-si-les-imaginaires-ouvraient-les-possibles,Transition_Ressources,Transition,Ressources,,,,,
1140,Catherine FORET,https://www.millenaire3.com/dossiers/2009/democratie-et-participation-un-duo-indissociable-archives/Debat-public-et-dynamique-democratique,Démocratie,Démocratie,,,,,,
1141,Nicolas NOVA,https://www.millenaire3.com/dossiers/2017/tendances-prospectives-economie/La-Chine-et-les-technologies-numeriques,Numérique_International,Numérique,International,,,,,
1142,Julien THIBURCE,https://www.millenaire3.com/dossiers/2023/en-etre-ou-pas-negocier-et-construire-les-appartenances/le-skate-et-sa-mise-en-images,Culture_Cohésion sociale_Jeunesse,Culture,Cohésion sociale,Jeunesse,,,,
1143,Dann METTIDJI,https://www.millenaire3.com/dossiers/2023/en-etre-ou-pas-negocier-et-construire-les-appartenances/le-skate-et-sa-mise-en-images,Culture_Cohésion sociale_Jeunesse,Culture,Cohésion sociale,Jeunesse,,,,
1144,Virginie MILLIOT-BELMADANI,https://www.millenaire3.com/ressources/2023/defile-de-la-biennale-la-rencontre-d-aralis-et-de-zanka,Culture_Cohésion sociale,Culture,Cohésion sociale,,,,,
1145,Catherine PANASSIER,https://www.millenaire3.com/dossiers/2011/portrait-robot/La-robotique-dans-les-services-urbains,Innovation_Service public,Innovation,Service public,,,,,
1146,Maéva BIGOT,https://www.millenaire3.com/dossiers/2022/vers-une-reconquete-de-la-qualite-de-l-air-pourquoi-comment/comportements-quand-les-pouvoirs-publics-nous-invitent-a-changer,Transition_Cadre de vie,Transition,Cadre de vie,,,,,
1147,Mélanie GAT,https://www.millenaire3.com/dossiers/2022/vers-une-reconquete-de-la-qualite-de-l-air-pourquoi-comment/comportements-quand-les-pouvoirs-publics-nous-invitent-a-changer,Transition_Cadre de vie,Transition,Cadre de vie,,,,,
1148,Diane GEFFROY,https://www.millenaire3.com/dossiers/2022/vers-une-reconquete-de-la-qualite-de-l-air-pourquoi-comment/comportements-quand-les-pouvoirs-publics-nous-invitent-a-changer,Transition_Cadre de vie,Transition,Cadre de vie,,,,,
1149,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/ressources/Veille-M3-Le-paysage-grand-ordonnateur-de-la-transition-energetique,Transition_Veille M3_International,Transition,Veille M3,International,,,,
1150,Emile HOOGE,https://www.millenaire3.com/ressources/bilan-du-secteur-ingenierie-sociale-agglomeration-lyonnaise,Entreprise,Entreprise,,,,,,
1151,Marianne CHOUTEAU,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-3,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
1152,Pierre-Alain FOUR,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-3,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
1153,Catherine FORET,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-3,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
1154,Ludovic VIÉVARD,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-3,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
1155,Valérie DEFOY,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-3,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
1156,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/ressources/shs/les-sciences-humaines-et-sociales-la-metropole-bulletin-de-veille-n-3,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
1157,Sophie KELLER,https://www.millenaire3.com/ressources/trajectoires-illustrees-de-transition-en-matiere-de-mobilite,Transition_Mobilité_Cadre de vie,Transition,Mobilité,Cadre de vie,,,,
1158,Quentin ZARAGORI,https://www.millenaire3.com/ressources/trajectoires-illustrees-de-transition-en-matiere-de-mobilite,Transition_Mobilité_Cadre de vie,Transition,Mobilité,Cadre de vie,,,,
1159,Brice DURY,https://www.millenaire3.com/ressources/trajectoires-illustrees-de-transition-en-matiere-de-mobilite,Transition_Mobilité_Cadre de vie,Transition,Mobilité,Cadre de vie,,,,
1160,Frédérique SONNET,https://www.millenaire3.com/ressources/trajectoires-illustrees-de-transition-en-matiere-de-mobilite,Transition_Mobilité_Cadre de vie,Transition,Mobilité,Cadre de vie,,,,
1161,Benjamin LIPPENS,https://www.millenaire3.com/ressources/2019/trajectoires-sociales-des-descendants-d-immigres-la-france-des-belhoumi-de-stephane-beaud,Inclusion,Inclusion,,,,,,
1164,Nicolas NOVA,https://www.millenaire3.com/ressources/Veille-M3-Relocaliser-le-numerique-ou-utiliser-le-numerique-pour-reindustrialiser,Veille M3,Veille M3,,,,,,
1165,Julie JEAMMAUD,https://www.millenaire3.com/dossiers/Veille-M3/Veille-M3-Collapsologie-Avec-Les-Terrestres-accepter-la-fin-d-un-monde-et-construire-le-suivant,Prospective_Veille M3,Prospective,Veille M3,,,,,
1166,Emmanuel ARLOT,https://www.millenaire3.com/ressources/sur-la-route-du-major-martin,Patrimoine_Attractivité_Culture,Patrimoine,Attractivité,Culture,,,,
1167,Sophie KELLER,https://www.millenaire3.com/dossiers/2020/start-up-entrepreneuriat-innovant-2-3-approche-par-filiere/Une-start-up-dans-un-milieu-tres-reglemente-l-exemple-d-Ekwateur,Innovation_Entreprise,Innovation,Entreprise,,,,,
1168,Eddy MAAROUFI,https://www.millenaire3.com/dossiers/2020/veille-m3/veille-m3-thomas-zimmermann-du-lyon-street-food-festival-ca-fonctionne-ce-melting-pot-et-ce-pretexte-de-la-table-pour-reunir,Veille M3,Veille M3,,,,,,
1171,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/ressources/2017/modelisation-urbaine-et-simulation-sociale,Urbanisme_Cohésion sociale,Urbanisme,Cohésion sociale,,,,,
1172,Jean-Marc BERTHET,https://www.millenaire3.com/ressources/focus-sur-la-prevention-du-decrochage-scolaire-dans-la-metropole-de-lyon,Éducation,Éducation,,,,,,
1173,Philippe DUJARDIN,https://www.millenaire3.com/ressources/Tony-Garnier-un-architecte-solidariste,Pensées politiques,Pensées politiques,,,,,,
1174,Faïza BOULKEROUA,https://www.millenaire3.com/ressources/ecouter-la-parole-des-habitants-une-experience-de-mediation-a-mulhouse,Santé_Citoyenneté,Santé,Citoyenneté,,,,,
1175,Gilles FINCHELSTEIN,https://www.millenaire3.com/ressources/20152/l-indispensable-confrontation-des-idees,Démocratie_Service public_Innovation_Pensées politiques_Social,Démocratie,Service public,Innovation,Pensées politiques,Social,,
1176,Brice DURY,https://www.millenaire3.com/ressources/des-innovations-non-technologiques-le-service-covoiturage-du-grand-lyon-quelles-implications-en-termes-de-decision-publique-et-de-conduite-du-changement,Mobilité_Urbanisme,Mobilité,Urbanisme,,,,,
1177,David CHEVALLIER,https://www.millenaire3.com/dossiers/2019/sans-abri/Bibliotheque-et-sans-abrisme-3-3,Solidarité_Inclusion,Solidarité,Inclusion,,,,,
1178,Manon LOISEL,https://www.millenaire3.com/ressources/2022/eau-6-la-qualite-de-l-eau-potable,Ressources,Ressources,,,,,,
1179,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/2022/eau-6-la-qualite-de-l-eau-potable,Ressources,Ressources,,,,,,
1180,Hélène DELHAY,https://www.millenaire3.com/ressources/2022/eau-6-la-qualite-de-l-eau-potable,Ressources,Ressources,,,,,,
1181,Frédéric SEGUR,https://www.millenaire3.com/dossiers/Nature-en-ville-comment-et-pourquoi-repondre-a-cette-demande-croissante/Laisser-faire-la-nature,Cadre de vie_Biodiversité,Cadre de vie,Biodiversité,,,,,
1182,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/ressources/Comportements-et-espace,Cadre de vie_Temps_Éducation,Cadre de vie,Temps,Éducation,,,,
1183,Caroline JANUEL,https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/RECLAIMING-PERSONAL-DATA,Numérique_Data,Numérique,Data,,,,,
1186,Xavier BRISBOIS,https://www.millenaire3.com/dossiers/vers-une-reconquete-de-la-qualite-de-l-air-pourquoi-comment/bilan-du-projet-melinda-1000-bornes,Mobilité,Mobilité,,,,,,
1187,Pauline VAN LAERE,https://www.millenaire3.com/dossiers/vers-une-reconquete-de-la-qualite-de-l-air-pourquoi-comment/bilan-du-projet-melinda-1000-bornes,Mobilité,Mobilité,,,,,,
1188,Florence ABITBOL,https://www.millenaire3.com/ressources/2022/spectacles-vivants-et-technologies-numeriques-entre-apports-et-transformations,Culture_Numérique,Culture,Numérique,,,,,
1189,Gilles GUILLOT,https://www.millenaire3.com/ressources/taichung-une-ville-de-culture,Culture_Innovation_International,Culture,Innovation,International,,,,
1190,Bernard JOUVE,https://www.millenaire3.com/ressources/le-gouvernement-des-metropoles-europeennes-entre-performance-economique-justice-sociale-et-vivre-ensemble,Institution_International,Institution,International,,,,,
1191,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/une-metropole-competitive-et-responsable-creuset-d-une-nouvelle-urbanite,Urbanisme_Attractivité_Grand Lyon,Urbanisme,Attractivité,Grand Lyon,,,,
1192,Emmanuel BOUTEFEU,https://www.millenaire3.com/ressources/des-citadins-en-quete-de-nature-en-ville,Cadre de vie_Biodiversité,Cadre de vie,Biodiversité,,,,,
1193,Pierre BRÉCHON,https://www.millenaire3.com/ressources/les-valeurs-en-politique-depolitisation-abstention-protestation,Valeurs,Valeurs,,,,,,
1194,Isabelle BARAUD-SERFATY,https://www.millenaire3.com/ressources/20152/la-ville-servicielle-une-ville-coproduite,Urbanisme_Temps,Urbanisme,Temps,,,,,
1195,Manon LOISEL,https://www.millenaire3.com/dossiers/2019/doctrines-politiques-et-action-publique/Pour-une-prospective-du-metier-d-elu-local,Prospective_Démocratie,Prospective,Démocratie,,,,,
1196,Nicolas RIO,https://www.millenaire3.com/dossiers/2019/doctrines-politiques-et-action-publique/Pour-une-prospective-du-metier-d-elu-local,Prospective_Démocratie,Prospective,Démocratie,,,,,
1199,Caroline JANUEL,https://www.millenaire3.com/dossiers/2020/veille-m3/veille-m3-diane-dupre-la-tour-les-petites-cantines-le-repas-est-un-formidable-trait-d-union-entre-les-gens,Solidarité_Transition_Veille M3,Solidarité,Transition,Veille M3,,,,
1200,Cédric POLÈRE,https://www.millenaire3.com/dossiers/2023/defile-de-la-biennale-de-la-danse-et-cultures-populaires-quand-les-institutions-s-allient-aux-marges/jean-pierre-thorn-la-jeunesse-francaise-est-creative-elle-a-le-droit-a-la-parole,Culture_Jeunesse_Insertion,Culture,Jeunesse,Insertion,,,,
1201,Rémi BARBIER,https://www.millenaire3.com/ressources/l-eau-deborde-la-regulation-par-les-prix,Usage_Ressources_Économie,Usage,Ressources,Économie,,,,
1202,Boris CHABANEL,https://www.millenaire3.com/dossiers/2015/la-nouvelle-revolution-commerciale-archives/Il-faut-concentrer-les-aides-sur-les-entreprises-en-croissance,Entreprise_Économie,Entreprise,Économie,,,,,
1203,Françoise LORCERIE,https://www.millenaire3.com/ressources/les-relations-entre-familles-populaires-et-l-ecole,Éducation,Éducation,,,,,,
1204,Delphine CAVALLO,https://www.millenaire3.com/ressources/les-relations-entre-familles-populaires-et-l-ecole,Éducation,Éducation,,,,,,
1205,Alain HAYS,https://www.millenaire3.com/ressources/conception-eco-culturelle-d-un-centre-de-recherche,Biodiversité_Recherche,Biodiversité,Recherche,,,,,
1206,Marianne CHOUTEAU,https://www.millenaire3.com/ressources/gaston-berger-inventeur-de-la-prospective,Prospective,Prospective,,,,,,
1207,Julie JEAMMAUD,https://www.millenaire3.com/dossiers/Veille-M3/Veille-M3-A-l-ombre-de-la-puissance-quelles-alternatives-citoyennes-aux-modeles-energetiques-dominants,Citoyenneté_Veille M3,Citoyenneté,Veille M3,,,,,
1210,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/lyon-2020-groupes-d-ecoute,Valeurs_Patrimoine,Valeurs,Patrimoine,,,,,
1211,Boris CHABANEL,https://www.millenaire3.com/dossiers/2017/tendances-prospectives-economie/Les-enjeux-de-la-formation-pour-l-industrie-du-futur,Entreprise,Entreprise,,,,,,
1212,Antoine COURMONT,https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Politiques-des-donnees-urbaines,Innovation_Data,Innovation,Data,,,,,
1213,Caroline JANUEL,https://www.millenaire3.com/dossiers/2022/gestion-des-dechets-decryptage-d-un-debat-de-societe/susciter-le-passage-a-l-acte-quelles-nouvelles-pistes-pour-nous-inciter-a-reduire-nos-dechets,Transition,Transition,,,,,,
1214,Caroline HAMON,https://www.millenaire3.com/dossiers/2022/gestion-des-dechets-decryptage-d-un-debat-de-societe/susciter-le-passage-a-l-acte-quelles-nouvelles-pistes-pour-nous-inciter-a-reduire-nos-dechets,Transition,Transition,,,,,,
1215,Sandra DECELLE,https://www.millenaire3.com/ressources/d-ici-2010-le-grand-lyon-compte-etendre-son-reseau-cyclable-de-35,Mobilité_Cadre de vie,Mobilité,Cadre de vie,,,,,
1216,Fernand BERTEN,https://www.millenaire3.com/ressources/les-correcteurs-informatiques-et-l-autonomie-orthographique,Numérique_Éducation,Numérique,Éducation,,,,,
1217,Edgar MORIN,https://www.millenaire3.com/ressources/eduquer-pour-l-ere-planetaire,Éducation,Éducation,,,,,,
1218,Eve DENJEAN,https://www.millenaire3.com/dossiers/2023/quartiers-populaires-politique-de-la-ville-au-caeur-des-enjeux-le-quotidien-des-habitants/thomas-benoit-coordinateur-de-rues-du-developpement-durable-la-bonne-facon-de-ramener-du-commerce-dans-un-quartier-c-est-d-y-developper-autre,Cadre de vie_Politique de la ville,Cadre de vie,Politique de la ville,,,,,
1219,Julie JEAMMAUD,https://www.millenaire3.com/dossiers/2021/cycle-veille-m3-reindustrialisation-les-usines-peuvent-elles-devenir-les-fabriques-d-un-futur-desirable/veille-m3-demain-adieux-au-patronat-et-bonjour-la-scop,Travail_Veille M3_Économie,Travail,Veille M3,Économie,,,,
1220,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/la-production-de-richesse-lyon-comparee-a-d-autres-metropoles-europeennes,Entreprise_International,Entreprise,International,,,,,
1221,Emmanuelle LAMBREY,https://www.millenaire3.com/ressources/Place-du-velo-dans-la-ville-le-velo-est-tres-peu-utilise-mais-pourrait-concurrencer-l-automobile-sur-5-km,Mobilité_Urbanisme,Mobilité,Urbanisme,,,,,
1222,Geoffroy BING,https://www.millenaire3.com/ressources/20152/vie-etudiante-4-logements-etudiants-quels-services-innovants,Cadre de vie_Jeunesse,Cadre de vie,Jeunesse,,,,,
1223,Philippe GARGOV,https://www.millenaire3.com/dossiers/2021/art-espace-public-les-passeurs-et-les-passants/design-urbain-le-reel-en-relecture,Urbanisme,Urbanisme,,,,,,
1224,Caroline JANUEL,https://www.millenaire3.com/dossiers/resilience-quelles-articulations-entre-acteurs-publics-et-initiatives-du-territoire/janus-france-on-ne-nait-pas-cycliste-urbain-on-le-devient,Mobilité_Transition,Mobilité,Transition,,,,,
1225,Boris CHABANEL,https://www.millenaire3.com/dossiers/2016/developper-l-economie-de-proximite/La-relocalisation-de-l-economie-comme-levier-essentiel-de-la-prosperite-economique,Économie,Économie,,,,,,
1226,Cédric POLÈRE,https://www.millenaire3.com/dossiers/2022/de-la-courly-au-grand-lyon-genese-et-developpement-d-une-metropole/1966-une-loi-impose-une-communaute-urbaine-a-lyon,Institution_Grand Lyon,Institution,Grand Lyon,,,,,
1229,Catherine PANASSIER,https://www.millenaire3.com/dossiers/2019/grandir-en-banlieue-1-les-quartiers-populaires/Les-fonctions-des-quartiers-sociaux-en-peripherie-des-villes,Inclusion_Politique de la ville,Inclusion,Politique de la ville,,,,,
1230,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/2020/covid-19-relectures-de-corpus-tous-aux-archives/Quand-la-crise-du-Covid-bouscule-nos-modeles,Solidarité_Santé,Solidarité,Santé,,,,,
1235,Bruno BENOIT,https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/joseph-marie-jacquard-1752-1834,Patrimoine,Patrimoine,,,,,,
1236,Bruno BENOIT,https://www.millenaire3.com/dossiers/2015/la-soierie-lyonnaise-entre-tradition-et-innovation-archives/le-comte-de-chardonnet-1839-1924,Patrimoine,Patrimoine,,,,,,
1237,Eric CEDIEY,https://www.millenaire3.com/ressources/discriminations-raciales-et-politiques-antidiscriminatoires,Solidarité_Inclusion,Solidarité,Inclusion,,,,,
1240,Philippe CLERGEAU,https://www.millenaire3.com/ressources/La-ville-refuge-de-la-biodiversite,Biodiversité_Urbanisme,Biodiversité,Urbanisme,,,,,
1241,Eric CEDIEY,https://www.millenaire3.com/ressources/discrimination-dans-l-emploi-la-fin-du-deni,Travail_Inclusion,Travail,Inclusion,,,,,
1242,Lucas PIESSAT,https://www.millenaire3.com/dossiers/Veille-M3/Veille-M3-L-ordre-electrique-l-architecture-des-infrastructures-energetiques-matrice-de-nos-imaginaires-sociaux,Veille M3,Veille M3,,,,,,
1243,François MAYSSAL,https://www.millenaire3.com/ressources/2016/les-data-carburant-de-la-ville-intelligente,Numérique_Innovation_Data,Numérique,Innovation,Data,,,,
1244,Yoan OLLIVIER,https://www.millenaire3.com/ressources/2016/les-data-carburant-de-la-ville-intelligente,Numérique_Innovation_Data,Numérique,Innovation,Data,,,,
1245,Ludovic VIÉVARD,https://www.millenaire3.com/ressources/2016/les-data-carburant-de-la-ville-intelligente,Numérique_Innovation_Data,Numérique,Innovation,Data,,,,
1246,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/ecologie-developpement-durable-quelques-questions-pieges,Transition_Cadre de vie_Climat,Transition,Cadre de vie,Climat,,,,
1247,Claire HARPET,https://www.millenaire3.com/ressources/ecologie-developpement-durable-quelques-questions-pieges,Transition_Cadre de vie_Climat,Transition,Cadre de vie,Climat,,,,
1248,Philippe JURY,https://www.millenaire3.com/ressources/ecologie-developpement-durable-quelques-questions-pieges,Transition_Cadre de vie_Climat,Transition,Cadre de vie,Climat,,,,
1251,Michèle MASSON,https://www.millenaire3.com/ressources/l-integration-de-l-animal-familier-au-sein-des-institutions-pour-personnes-agees,Cadre de vie_Personnes âgées,Cadre de vie,Personnes âgées,,,,,
1252,Adeline CHARVET,https://www.millenaire3.com/ressources/apprendre-des-abeilles-sauvages,Biodiversité_Recherche,Biodiversité,Recherche,,,,,
1253,Charlotte VISAGE,https://www.millenaire3.com/ressources/apprendre-des-abeilles-sauvages,Biodiversité_Recherche,Biodiversité,Recherche,,,,,
1254,Catherine FORET,https://www.millenaire3.com/ressources/Agir-pour-renforcer-le-sentiment-de-cohesion-sociale-et-d-unite-nationale,Valeurs_Citoyenneté_Inclusion_Cohésion sociale_Clivages,Valeurs,Citoyenneté,Inclusion,Cohésion sociale,Clivages,,
1255,Yoann PUPAT,https://www.millenaire3.com/ressources/Agir-pour-renforcer-le-sentiment-de-cohesion-sociale-et-d-unite-nationale,Valeurs_Citoyenneté_Inclusion_Cohésion sociale_Clivages,Valeurs,Citoyenneté,Inclusion,Cohésion sociale,Clivages,,
1256,Ludovic VIÉVARD,https://www.millenaire3.com/ressources/Agir-pour-renforcer-le-sentiment-de-cohesion-sociale-et-d-unite-nationale,Valeurs_Citoyenneté_Inclusion_Cohésion sociale_Clivages,Valeurs,Citoyenneté,Inclusion,Cohésion sociale,Clivages,,
1257,Jean-Louis DAYAN,https://www.millenaire3.com/ressources/la-population-francaise-d-ici-a-2015-a-la-recherche-de-nouveaux-equilibres,Prospective_Économie,Prospective,Économie,,,,,
1258,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/ressources/Veille-M3-La-democratie-participative-peut-elle-faire-du-bien-au-sport,Démocratie_Sport,Démocratie,Sport,,,,,
1259,Julie JEAMMAUD,https://www.millenaire3.com/dossiers/2023/defile-de-la-biennale-de-la-danse-utopie-inspirante-ou-parenthese-enchantee/mourad-merzouki-choregraphe-les-evenements-comme-le-defile-font-sens-dans-une-societe-qui-a-besoin-de-retrouver-l-autre,Cohésion sociale_Culture,Cohésion sociale,Culture,,,,,
1260,Mélanie GAT,https://www.millenaire3.com/ressources/2015/Compteurs-et-psychologie,Usage,Usage,,,,,,
1261,Hugues DE JOUVENEL,https://www.millenaire3.com/ressources/Comment-construire-un-futur-commun,Prospective,Prospective,,,,,,
1262,Julie JEAMMAUD,https://www.millenaire3.com/dossiers/2020/veille-m3/Veille-M3-A-l-ombre-de-la-puissance-quelles-alternatives-citoyennes-aux-modeles-energetiques-dominants,Citoyenneté_Veille M3,Citoyenneté,Veille M3,,,,,
1263,Pierre-Alain FOUR,https://www.millenaire3.com/dossiers/2015/la-soierie-lyonnaise-entre-tradition-et-innovation-archives/lyon-et-la-soie-le-dessin-textile-entre-art-et-industrie,Patrimoine,Patrimoine,,,,,,
1264,Anne-Caroline JAMBAUD,https://www.millenaire3.com/dossiers/2013/rituels-funeraires-ville-et-cimetieres-archives/L-accompagnement-des-personnes-en-deuil-qualite-et-ethique-de-service-public-dans-un-contexte-commercial,Usage_Service public,Usage,Service public,,,,,
1265,Boris CHABANEL,https://www.millenaire3.com/dossiers/2016/developper-l-economie-de-proximite/Les-enjeux-de-developpement-territorial,Économie,Économie,,,,,,
1268,Boris CHABANEL,https://www.millenaire3.com/dossiers/2015/attractivite-de-la-metropole-et-societe-du-temps-libre-archives/La-societe-des-modes-de-vie,Attractivité,Attractivité,,,,,,
1269,Pierre-Alain FOUR,https://www.millenaire3.com/ressources/Lyon-et-la-soie-une-dynamique-de-la-technique-un-urbanisme-original,Patrimoine,Patrimoine,,,,,,
1270,Cédric POLÈRE,https://www.millenaire3.com/ressources/les-pratiques-d-innovation-au-grand-lyon,Innovation_Grand Lyon,Innovation,Grand Lyon,,,,,
1275,Catherine FORET,https://www.millenaire3.com/ressources/La-concertation-sur-projet-comme-champ-de-bataille-et-processus-politique,Politique de la ville_Usage,Politique de la ville,Usage,,,,,
1276,Sophie KELLER,https://www.millenaire3.com/dossiers/2019/start-up-entrepreneuriat-innovant-1-3-temoignages-d-entrepreneurs/les-peregrinations-d-une-start-up-industrielle-en-developpement,Innovation_Entreprise_Économie,Innovation,Entreprise,Économie,,,,
1277,Geoffroy BING,https://www.millenaire3.com/dossiers/2019/start-up-entrepreneuriat-innovant-1-3-temoignages-d-entrepreneurs/les-peregrinations-d-une-start-up-industrielle-en-developpement,Innovation_Entreprise_Économie,Innovation,Entreprise,Économie,,,,
1278,Sophie KELLER,https://www.millenaire3.com/dossiers/2019/start-up-entrepreneuriat-innovant-1-3-temoignages-d-entrepreneurs/Les-ressources-des-entrepreneurs-innovants,Entreprise_Innovation,Entreprise,Innovation,,,,,
1279,Geoffroy BING,https://www.millenaire3.com/dossiers/2019/start-up-entrepreneuriat-innovant-1-3-temoignages-d-entrepreneurs/Les-ressources-des-entrepreneurs-innovants,Entreprise_Innovation,Entreprise,Innovation,,,,,
1280,Catherine PANASSIER,https://www.millenaire3.com/dossiers/2019/grandir-en-banlieue-2-la-question-des-mobilites-sociales/L-ecole-un-enjeu-de-mixite-sociale,Solidarité_Éducation_Inclusion,Solidarité,Éducation,Inclusion,,,,
1281,Aurélien BOUTAUD,https://www.millenaire3.com/dossiers/2020/veille-m3/veille-m3-infographie-l-eco-anxiete-une-angoisse-lucide-qui-touche-de-plus-en-plus-de-jeunes,Biodiversité_Santé_Veille M3,Biodiversité,Santé,Veille M3,,,,
1282,Xavier BRISBOIS,https://www.millenaire3.com/dossiers/2022/entre-decentralisation-des-competences-et-proximite-des-services-quels-enjeux-pour-la-territorialisation/synthese-du-projet-melinda-1000-bornes,Mobilité,Mobilité,,,,,,
1283,Pauline VAN LAERE,https://www.millenaire3.com/dossiers/2022/entre-decentralisation-des-competences-et-proximite-des-services-quels-enjeux-pour-la-territorialisation/synthese-du-projet-melinda-1000-bornes,Mobilité,Mobilité,,,,,,
1284,Boris CHABANEL,https://www.millenaire3.com/dossiers/2023/crise-ecologique-et-metabolisme-de-l-economie-les-enjeux-d-une-transformation-necessaire/metabolisme-de-l-economie-1-4-l-economie-face-aux-limites-planetaires,Transition_Développement durable_Économie,Transition,Développement durable,Économie,,,,
1285,Pierre GROSDEMOUGE,https://www.millenaire3.com/dossiers/2020/covid-19-relectures-de-corpus-tous-aux-archives/Covid-19-Face-a-la-crise-quelle-place-pour-les-solidarites-informelles,Solidarité_Santé,Solidarité,Santé,,,,,
1286,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/formation-continue-en-sante,Santé,Santé,,,,,,
1287,Dominique BOURG,https://www.millenaire3.com/ressources/menaces-sur-l-environnement,Climat,Climat,,,,,,
1290,Boris CHABANEL,https://www.millenaire3.com/ressources/les-techniques-de-l-energie-et-la-region-lyonnaise-prospective-tome-3,Évaluation_Ressources,Évaluation,Ressources,,,,,
1291,Anne-Caroline JAMBAUD,https://www.millenaire3.com/dossiers/2021/art-espace-public-les-passeurs-et-les-passants/Le-role-de-l-art-dans-l-espace-public,Cadre de vie_Culture,Cadre de vie,Culture,,,,,
1292,Sophie KELLER,https://www.millenaire3.com/dossiers/2020/start-up-entrepreneuriat-innovant-3-3-focus-sur-l-ecosysteme-d-accompagnement/Le-mentorat-et-la-creation-d-entreprise-l-exemple-de-Lyon-IoT-Manufacturing,Innovation_Entreprise,Innovation,Entreprise,,,,,
1293,Aurélien BOUTAUD,https://www.millenaire3.com/dossiers/2022/economie-regenerative-quel-chemin-pour-reconcilier-activites-humaines-et-cycles-naturels/la-biodiversite-la-seule-assurance-vie,Biodiversité_Santé_Ressources,Biodiversité,Santé,Ressources,,,,
1296,Manon LOISEL,https://www.millenaire3.com/dossiers/2022/l-eau-1-3-neuf-fiches-sur-les-enjeux-fondamentaux/eau-2-les-consommations-visibles-et-invisibles,Ressources,Ressources,,,,,,
1297,Aurélien BOUTAUD,https://www.millenaire3.com/dossiers/2022/l-eau-1-3-neuf-fiches-sur-les-enjeux-fondamentaux/eau-2-les-consommations-visibles-et-invisibles,Ressources,Ressources,,,,,,
1298,Hélène DELHAY,https://www.millenaire3.com/dossiers/2022/l-eau-1-3-neuf-fiches-sur-les-enjeux-fondamentaux/eau-2-les-consommations-visibles-et-invisibles,Ressources,Ressources,,,,,,
1299,Frédéric NAUDON,https://www.millenaire3.com/ressources/neige-de-culture-genealogie-d-un-conflit-d-usage,Usage_Ressources_Économie,Usage,Ressources,Économie,,,,
1300,Eddy MAAROUFI,https://www.millenaire3.com/dossiers/2022/pouvoir-d-habiter-se-reapproprier-la-question-du-logement/camille-devaux-sociologue-l-habitat-participatif-c-est-d-abord-l-idee-de-se-reapproprier-son-habitat-de-lui-donner-un-sens,Citoyenneté_Cadre de vie_Habitat,Citoyenneté,Cadre de vie,Habitat,,,,
1301,Sebastian ROCHE,https://www.millenaire3.com/dossiers/2021/incivilites-violences-quand-le-guichet-devient-un-exutoire/La-sensibilite-a-la-violence-et-l-exigence-de-pacification-des-maeurs,Usage_Service public,Usage,Service public,,,,,
1302,Arthur GRIMONPONT,https://www.millenaire3.com/ressources/2022/agriculture-regenerative-promesses-et-limites-d-un-concept-seduisant,Transition_Biodiversité,Transition,Biodiversité,,,,,
1303,Brice DURY,https://www.millenaire3.com/ressources/quartier-part-dieu-elements-pour-un-diagnostic-sensible-des-usages,Mobilité_Cadre de vie_Usage,Mobilité,Cadre de vie,Usage,,,,
