,source,target,values
10657,Transition,Michel CAPRON,1.0
10659,Transition,Bruno BENOIT,1.0
10665,Transition,Mike RACO,1.0
10667,Transition,Patrick VIVERET,1.0
10668,Transition,Thomas HAJDUKOWICZ,3.0
10676,Transition,Brice DURY,7.0
10677,Transition,Sophie KELLER,8.0
10678,Transition,Frédérique SONNET,6.0
10683,Transition,Perrine TURGAULT,3.0
10695,Transition,"""CFEEDD COLLECTIF FRANÇAIS DE LEDUCATION À LENVIRONNEMENT """,1.0
10721,Transition,Paul COLONNA,3.0
10722,Transition,Egizio VALCESCHINI,3.0
10739,Transition,Maéva BIGOT,8.0
10740,Transition,Mélanie GAT,10.0
10741,Transition,Diane GEFFROY,8.0
10762,Transition,Sandrine BOUCHER,1.0
10771,Transition,Collectif ECONOMIE ET HUMANISME,6.0
10772,Transition,Julie GAYRAL,8.0
10777,Transition,Camille DUTHY,4.0
10786,Transition,cabinet SILOÉ,1.0
10800,Transition,CCSPL  COMMISSION CONSULTATIVE DES SERVICES PUBLICS LOCAUX DU GRAND LYON,2.0
10801,Transition,Bernard CHOCAT,1.0
10814,Transition,Nicolas BARRÉ,1.0
10843,Transition,Alain HAYS,1.0
10864,Transition, COMMUNAUTÉ URBAINE DE LYON,1.0
10867,Transition,Marc Antoine MESSER,2.0
10868,Transition,Audrey PARVEX,1.0
10869,Transition,Yannick PITTON,1.0
10870,Transition,Lucie VERDURE,1.0
10871,Transition,Grégoire ROBIDA,1.0
10873,Transition,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
10878,Transition,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",1.0
10909,Transition,Jean-François DRAPERI,1.0
10915,Transition,Abdel MOKTARI,1.0
10916,Transition,Giorgio   DE AMBROGIO,2.0
10933,Transition,Richard CANTIN,1.0
10941,Transition,Gabrielle FACK,1.0
10945,Transition,Pierre MICHEL,1.0
10951,Transition,Philippe MEIRIEU,1.0
10956,Transition,Diego MERMOUD-PLAZA,1.0
10957,Transition,Stephan UTZ,1.0
10978,Transition,André MICOUD,1.0
10994,Transition,Vincent BERTHET,1.0
11018,Transition,Noé DELARGILLIÈRE,2.0
11022,Transition,Kamil HAJJI,3.0
11026,Transition,Olivier MARTEL,2.0
11030,Transition,Fanny VIRY,1.0
11114,Transition,Olivier ROUSSEL,1.0
11119,Transition,Hervé LE BRAS,1.0
11140,Transition,Gro Harlem BRUNDTLAND,1.0
11166,Climat,Boris CHABANEL,3.0
11176,Climat,Aurélien BOUTAUD,33.0
11184,Climat,Claire HARPET,2.0
11185,Climat,Philippe JURY,2.0
11212,Climat,Sylvie  MAURIS-DEMOURIOUX,2.0
11213,Climat,Julien CASALS,1.0
11258,Climat,Eddy MAAROUFI,8.0
11264,Climat,Caroline HAMON,3.0
11267,Climat,Philippe GARGOV,2.0
11269,Climat,Matthieu BOURY,1.0
11270,Climat,Gaspard LANDEL,1.0
11271,Climat,Quentin ZARAGORI,1.0
11353,Climat,Olivier GIVRE,1.0
11405,Climat,Malou ALLAGNAT,11.0
11434,Climat,Nicolas BARRÉ,1.0
11473,Climat,Dominique BOURG,1.0
11498,Climat,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",1.0
11503,Climat,Angela  LANTERI,4.0
11511,Climat,Natacha GONDRAN,6.0
11561,Climat,Gabrielle FACK,1.0
11611,Climat,Chris BEYER,1.0
11612,Climat,Emilie RICHARD,1.0
11613,Climat,Dominique ROYOUX,1.0
11614,Climat,Vincent BERTHET,1.0
11629,Climat,Antoine ROYER,4.0
11687,Climat,Siegfried Zhiqiang WU,1.0
11800,Antonio A. CASILLI,Numérique,2.0
11801,Antonio A. CASILLI,Usage,2.0
12400,Numérique,Anne-Caroline JAMBAUD,10.0
12402,Numérique,Benjamin  PRADEL,5.0
12406,Numérique,Boris CHABANEL,8.0
12407,Numérique,Catherine DEBRAND,7.0
12408,Numérique,Emile HOOGE,9.0
12409,Numérique,Cédric POLÈRE,11.0
12410,Numérique,Ludovic VIÉVARD,38.0
12411,Numérique,Eve DENJEAN,14.0
12416,Numérique,Aurélien BOUTAUD,6.0
12419,Numérique,Antonio A. CASILLI,2.0
12422,Numérique,Nicolas NOVA,54.0
12431,Numérique,Julie JEAMMAUD,10.0
12437,Numérique,Catherine PANASSIER,4.0
12439,Numérique,Caroline JANUEL,14.0
12442,Numérique,Marianne CHOUTEAU,6.0
12449,Numérique,Nicolas LEPRÊTRE,1.0
12451,Numérique,Anouk JORDAN,7.0
12452,Numérique,Sylvie  MAURIS-DEMOURIOUX,14.0
12463,Numérique,Geoffroy BING,4.0
12465,Numérique,Lionel GASTINE,4.0
12466,Numérique,François MAYSSAL,33.0
12470,Numérique,Catherine FORET,7.0
12480,Numérique,Alexandre MONNIN,1.0
12483,Numérique,Antoine COURMONT,2.0
12485,Numérique,Yoan OLLIVIER,25.0
12486,Numérique,Arthur GRIMONPONT,9.0
12494,Numérique,Jean-Loup MOLIN,2.0
12498,Numérique,Eddy MAAROUFI,16.0
12499,Numérique,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
12505,Numérique,Isabelle BARAUD-SERFATY,5.0
12506,Numérique,Margot BALDASSI,3.0
12507,Numérique,Philippe GARGOV,5.0
12509,Numérique,Matthieu BOURY,1.0
12513,Numérique,Pierre-Alain FOUR,10.0
12534,Numérique,Manuel CASTELLS,1.0
12537,Numérique,Sophie KELLER,10.0
12561,Numérique,Christine OLM,1.0
12562,Numérique,Daniel KAPLAN,1.0
12572,Numérique,Pierre GROSDEMOUGE,1.0
12586,Numérique,Caroline RICHEMONT,6.0
12608,Numérique,Natacha ISRAËL,10.0
12616,Numérique,Serge TISSERON,4.0
12619,Numérique,Thérèse LAFERRIÈRE,1.0
12630,Numérique,Boris BEAUDE,3.0
12644,Numérique,Patrick GUIHOT,1.0
12659,Numérique,Bruno FANTON,2.0
12664,Numérique,Bruno MARZLOFF,1.0
12690,Numérique,Emmanuel ARLOT,1.0
12696,Numérique,Florence ABITBOL,4.0
12705,Numérique,Fernand BERTEN,1.0
12735,Numérique,Jean-François ROUET,1.0
12739,Numérique,Elise ROCHE,1.0
12740,Numérique,Guillaume SÉCHET,1.0
12741,Numérique,Emilie DEFOORT,1.0
12770,Numérique,Bertrand LABASSE,1.0
12790,Numérique,Jean-Philippe CLEMENT,1.0
12797,Numérique,Dominique CARDON,3.0
12808,Numérique,Benoît MEYRONIN,1.0
12839,Numérique,Elisabeth PERROT,1.0
12946,Numérique,Diane SAMAMA,1.0
12947,Numérique,Roland JOUVENT,1.0
12980,Numérique,Sylvie  BOUTAUDOU,1.0
12984,Numérique,Serge POUTS-LAJUS,1.0
12985,Numérique,Marielle RICHIE-MAGNIER,1.0
12998,Numérique,Élise HO-PUN-CHEUNG,2.0
13009,Numérique,Valérie PEUGEOT,1.0
13020,Usage,Anne-Caroline JAMBAUD,9.0
13022,Usage,Benjamin  PRADEL,3.0
13026,Usage,Boris CHABANEL,2.0
13027,Usage,Catherine DEBRAND,4.0
13028,Usage,Emile HOOGE,3.0
13029,Usage,Cédric POLÈRE,3.0
13030,Usage,Ludovic VIÉVARD,21.0
13036,Usage,Aurélien BOUTAUD,6.0
13039,Usage,Antonio A. CASILLI,2.0
13042,Usage,Nicolas NOVA,1.0
13049,Usage,Geneviève BERNARDIN,3.0
13051,Usage,Julie JEAMMAUD,1.0
13057,Usage,Catherine PANASSIER,5.0
13059,Usage,Caroline JANUEL,3.0
13062,Usage,Marianne CHOUTEAU,4.0
13073,Usage,Julien CASALS,2.0
13083,Usage,Geoffroy BING,3.0
13086,Usage,François MAYSSAL,12.0
13090,Usage,Catherine FORET,5.0
13101,Usage,Benjamin LIPPENS,3.0
13105,Usage,Yoan OLLIVIER,12.0
13106,Usage,Arthur GRIMONPONT,7.0
13108,Usage,Sebastian ROCHE,5.0
13111,Usage,Nicolas JOURNO,3.0
13112,Usage,Claire MARQUET,3.0
13114,Usage,Jean-Loup MOLIN,2.0
13115,Usage,Nicolas RIO,6.0
13118,Usage,Eddy MAAROUFI,3.0
13127,Usage,Philippe GARGOV,2.0
13129,Usage,Matthieu BOURY,2.0
13131,Usage,Quentin ZARAGORI,3.0
13133,Usage,Pierre-Alain FOUR,4.0
13138,Usage,Laure BORNAREL,1.0
13153,Usage,Marie-Claire VILLEVAL,1.0
13156,Usage,Brice DURY,3.0
13164,Usage,Clément JOURDAN,4.0
13193,Usage,Irène GAILLARD,3.0
13194,Usage,Vanina MOLLO,3.0
13208,Usage,Sandra JARRY,3.0
13216,Usage,Gilbert BERLIOZ,4.0
13220,Usage,Mélanie GAT,4.0
13225,Usage,Laure ISNARD,1.0
13226,Usage,Bernard BARRAQUE,1.0
13240,Usage,Michel WIEVIORKA,3.0
13242,Usage,Sandrine BOUCHER,1.0
13246,Usage,Dann METTIDJI,2.0
13250,Usage,Boris BEAUDE,1.0
13284,Usage,Bruno MARZLOFF,1.0
13320,Usage,Rémi BARBIER,1.0
13334,Usage,Frédéric NAUDON,1.0
13367,Usage,Alexis SPIRE,3.0
13378,Usage,Vincent DUBOIS,3.0
13385,Usage,Flavie FERCHAUD,1.0
13417,Usage,Dominique CARDON,1.0
13435,Usage,Clara PERRIN,2.0
13441,Usage,Bruno CARBONNET,2.0
13442,Usage,Julia GUDEFIN,1.0
13460,Usage,Anne FORNEROD,2.0
13461,Usage,Frédéric BERTRAND,2.0
13475,Usage,Astrid HOPFENSITZ,2.0
13479,Usage,Philippe STEINER,1.0
13513,Usage,Olivier OULLIER,2.0
13541,Usage,Robert REVAT,2.0
13582,Usage,Pascal BAVOUX,1.0
13591,Usage,Gaëtan BRISEPIERRE,1.0
13592,Usage,Catherine GRANDCLEMENT,1.0
13593,Usage,Vincent RENAULD,1.0
13652,Nicolas NOVA,Travail,1.0
13657,Nicolas NOVA,Transition,2.0
13660,Nicolas NOVA,Numérique,54.0
13661,Nicolas NOVA,Usage,1.0
13663,Nicolas NOVA,Innovation,20.0
13666,Nicolas NOVA,Solidarité,1.0
13668,Nicolas NOVA,Économie,1.0
13673,Nicolas NOVA,Veille M3,48.0
13678,Nicolas NOVA,Politique de la ville,5.0
13680,Nicolas NOVA,Santé,1.0
13683,Nicolas NOVA,Ressources,20.0
13685,Nicolas NOVA,Éducation,3.0
13686,Nicolas NOVA,Mobilité,5.0
13696,Nicolas NOVA,International,2.0
13698,Nicolas NOVA,Jeunesse,3.0
13711,Nicolas NOVA,Urbanisme,5.0
13724,Nicolas NOVA,Data,2.0
13743,Nicolas NOVA,Recherche,1.0
13775,Nicolas NOVA,Social,1.0
13806,Nicolas NOVA,Sport,5.0
14260,Innovation,Anne-Caroline JAMBAUD,16.0
14262,Innovation,Benjamin  PRADEL,2.0
14266,Innovation,Boris CHABANEL,14.0
14268,Innovation,Emile HOOGE,12.0
14269,Innovation,Cédric POLÈRE,4.0
14270,Innovation,Ludovic VIÉVARD,33.0
14276,Innovation,Aurélien BOUTAUD,1.0
14282,Innovation,Nicolas NOVA,20.0
14297,Innovation,Catherine PANASSIER,7.0
14299,Innovation,Caroline JANUEL,6.0
14302,Innovation,Marianne CHOUTEAU,6.0
14309,Innovation,Nicolas LEPRÊTRE,9.0
14311,Innovation,Anouk JORDAN,4.0
14312,Innovation,Sylvie  MAURIS-DEMOURIOUX,7.0
14313,Innovation,Julien CASALS,1.0
14323,Innovation,Geoffroy BING,32.0
14325,Innovation,Lionel GASTINE,3.0
14326,Innovation,François MAYSSAL,37.0
14330,Innovation,Catherine FORET,1.0
14340,Innovation,Alexandre MONNIN,2.0
14343,Innovation,Antoine COURMONT,2.0
14345,Innovation,Yoan OLLIVIER,25.0
14356,Innovation,Fabien GIRARDIN,5.0
14358,Innovation,Eddy MAAROUFI,3.0
14369,Innovation,Matthieu BOURY,1.0
14371,Innovation,Quentin ZARAGORI,1.0
14373,Innovation,Pierre-Alain FOUR,5.0
14397,Innovation,Sophie KELLER,33.0
14404,Innovation,Clément JOURDAN,20.0
14422,Innovation,Daniel KAPLAN,1.0
14451,Innovation,Stéphane AUTRAN,3.0
14452,Innovation,Lucie VERCHERE,1.0
14460,Innovation,Mélanie GAT,1.0
14468,Innovation,Natacha ISRAËL,7.0
14490,Innovation,Boris BEAUDE,2.0
14516,Innovation,Gilles JEANNOT,1.0
14524,Innovation,Bruno MARZLOFF,2.0
14538,Innovation,Théo BATTAGLIA,5.0
14540,Innovation,Philippe MAZUEL,1.0
14547,Innovation,Laura PANDELLE,1.0
14548,Innovation,Magali MARLIN,1.0
14552,Innovation,Gilles FINCHELSTEIN,1.0
14557,Innovation,Gilles GUILLOT,1.0
14609,Innovation,Andrea REA,1.0
14612,Innovation,Caroline MORICEAU,5.0
14613,Innovation,Laure PERRIN-VIDOZ,5.0
14625,Innovation,Flavie FERCHAUD,1.0
14650,Innovation,Jean-Philippe CLEMENT,1.0
14689,Innovation,Hubert GUILLAUD,3.0
14690,Innovation,Manon MOLINS,2.0
14691,Innovation,Marine ALBAREDE,2.0
14700,Innovation,Anne FORNEROD,2.0
14754,Innovation,Vivienne BOLSIUS,2.0
14755,Innovation,Maaike OSIECK,2.0
14834,Innovation,Olivier ROUSSEL,1.0
14840,Innovation,Sylvie  BOUTAUDOU,1.0
14853,Innovation,Nicolas MATYJASIK,1.0
14861,Innovation,Benoit GODIN,1.0
14869,Innovation,Valérie PEUGEOT,1.0
14883,Claire HARPET,Inclusion,1.0
14897,Claire HARPET,Transition,4.0
14898,Claire HARPET,Climat,2.0
14906,Claire HARPET,Solidarité,1.0
14907,Claire HARPET,Valeurs,1.0
14908,Claire HARPET,Économie,1.0
14910,Claire HARPET,Cadre de vie,2.0
14925,Claire HARPET,Éducation,1.0
14926,Claire HARPET,Mobilité,1.0
14955,Claire HARPET,Patrimoine,1.0
15503,Philippe JURY,Inclusion,1.0
15517,Philippe JURY,Transition,5.0
15518,Philippe JURY,Climat,2.0
15526,Philippe JURY,Solidarité,1.0
15527,Philippe JURY,Valeurs,1.0
15528,Philippe JURY,Économie,2.0
15530,Philippe JURY,Cadre de vie,2.0
15544,Philippe JURY,Prospective,1.0
15546,Philippe JURY,Mobilité,1.0
16122,Solidarité,Benjamin  PRADEL,9.0
16126,Solidarité,Boris CHABANEL,1.0
16128,Solidarité,Emile HOOGE,1.0
16129,Solidarité,Cédric POLÈRE,6.0
16130,Solidarité,Ludovic VIÉVARD,12.0
16134,Solidarité,Philippe DUJARDIN,1.0
16136,Solidarité,Aurélien BOUTAUD,2.0
16142,Solidarité,Nicolas NOVA,1.0
16144,Solidarité,Claire HARPET,1.0
16145,Solidarité,Philippe JURY,1.0
16157,Solidarité,Catherine PANASSIER,9.0
16159,Solidarité,Caroline JANUEL,5.0
16169,Solidarité,Nicolas LEPRÊTRE,5.0
16172,Solidarité,Sylvie  MAURIS-DEMOURIOUX,2.0
16179,Solidarité,David CHEVALLIER,14.0
16183,Solidarité,Geoffroy BING,2.0
16190,Solidarité,Catherine FORET,1.0
16214,Solidarité,Jean-Loup MOLIN,5.0
16219,Solidarité,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
16220,Solidarité,Lucas PIESSAT,1.0
16225,Solidarité,Isabelle BARAUD-SERFATY,5.0
16226,Solidarité,Margot BALDASSI,7.0
16227,Solidarité,Philippe GARGOV,7.0
16238,Solidarité,Laure BORNAREL,1.0
16239,Solidarité,Bruno BENOIT,3.0
16265,Solidarité,Maylis NOUVELLON,2.0
16266,Solidarité,Noémie COUILLARD,2.0
16273,Solidarité,Eric CEDIEY,5.0
16284,Solidarité,Philippe CORCUFF,1.0
16287,Solidarité, LALCA,6.0
16291,Solidarité,Yannick L’HORTY,1.0
16292,Solidarité,Pierre GROSDEMOUGE,9.0
16305,Solidarité,Jean-Loup AMSELLE,2.0
16309,Solidarité,Claudio BOLZMAN,1.0
16313,Solidarité,Olivier GIVRE,2.0
16329,Solidarité,François ASCHER,1.0
16332,Solidarité,Gilbert AUGER,1.0
16337,Solidarité,David GRAND,3.0
16338,Solidarité,Denis CLERC,1.0
16343,Solidarité,Mónica COSTA,1.0
16344,Solidarité,Paulo Manuel COSTA,1.0
16351,Solidarité,Collectif ECONOMIE ET HUMANISME,1.0
16362,Solidarité,Emmanuelle SANTELLI,3.0
16369,Solidarité,Manu BODINIER,1.0
16372,Solidarité,Gilles PINSON,1.0
16378,Solidarité,Cécile FÉRÉ,1.0
16379,Solidarité,Bruno FANTON,1.0
16382,Solidarité,Martine CHANAL,1.0
16383,Solidarité,Benoit EYRAUD,1.0
16385,Solidarité,Stéphane BIENVENUE,1.0
16395,Solidarité,Cabinet TRAJECTOIRES REFLEX,2.0
16454,Solidarité,Thomas KIRSZBAUM,2.0
16489,Solidarité,Jean-François DRAPERI,1.0
16495,Solidarité,Abdel MOKTARI,1.0
16529,Solidarité,Camille GUEZENNEC,1.0
16530,Solidarité,Guillaume MALOCHET,1.0
16533,Solidarité,Martin VANIER,2.0
16547,Solidarité,Cyria EMELIANOFF,1.0
16549,Solidarité,Hubert GUILLAUD,1.0
16555,Solidarité,Abdellatif CHAOUITE,1.0
16556,Solidarité,Nicolas DUVOUX,1.0
16562,Solidarité,Hélène REIGNER,1.0
16569,Solidarité,Valérie BUTHION,1.0
16585,Solidarité,Anna Paula BEJA HORTA,1.0
16586,Solidarité,Joana MIRANDA,1.0
16595,Solidarité,Jean-Stephan CLERC,1.0
16596,Solidarité,Pierre MICHEL_,1.0
16600,Solidarité,Philippe ESTÈBE,1.0
16604,Solidarité,Deborah GALIMBERTI,1.0
16629,Solidarité,Rémi DORMOIS,1.0
16673,Solidarité,Jean-Michel BONVIN,1.0
16675,Solidarité,Anne-Cécile RAGOT,1.0
16676,Solidarité,Patrice RAYMOND,1.0
16677,Solidarité,"""Groupe dInitiatives Pour lIntégration dans la Ville GIPIV""",1.0
16708,Solidarité,Chris OLIVIER,1.0
16726,Solidarité,Victor CHOMENTOWSKI,1.0
16729,Solidarité,Valérie PEUGEOT,1.0
16740,Valeurs,Anne-Caroline JAMBAUD,2.0
16742,Valeurs,Benjamin  PRADEL,6.0
16746,Valeurs,Boris CHABANEL,5.0
16747,Valeurs,Catherine DEBRAND,11.0
16748,Valeurs,Emile HOOGE,15.0
16749,Valeurs,Cédric POLÈRE,14.0
16750,Valeurs,Ludovic VIÉVARD,21.0
16751,Valeurs,Eve DENJEAN,12.0
16754,Valeurs,Philippe DUJARDIN,4.0
16756,Valeurs,Aurélien BOUTAUD,3.0
16764,Valeurs,Claire HARPET,1.0
16765,Valeurs,Philippe JURY,1.0
16771,Valeurs,Julie JEAMMAUD,3.0
16774,Valeurs,Jean-Marc BERTHET,1.0
16777,Valeurs,Catherine PANASSIER,5.0
16779,Valeurs,Caroline JANUEL,6.0
16782,Valeurs,Marianne CHOUTEAU,2.0
16789,Valeurs,Nicolas LEPRÊTRE,4.0
16792,Valeurs,Sylvie  MAURIS-DEMOURIOUX,8.0
16793,Valeurs,Julien CASALS,4.0
16810,Valeurs,Catherine FORET,5.0
16820,Valeurs,Alexandre MONNIN,3.0
16828,Valeurs,Sebastian ROCHE,8.0
16829,Valeurs,Manon LOISEL,3.0
16834,Valeurs,Jean-Loup MOLIN,3.0
16839,Valeurs,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,3.0
16840,Valeurs,Lucas PIESSAT,3.0
16844,Valeurs,Caroline HAMON,5.0
16853,Valeurs,Pierre-Alain FOUR,4.0
16859,Valeurs,Bruno BENOIT,7.0
16870,Valeurs,François DENIEUL,1.0
16872,Valeurs,Stéphanie BEAUCHENE,1.0
16881,Valeurs,Justin FOLLENFANT,3.0
16882,Valeurs,Martin FUSTER,3.0
16949,Valeurs,François ASCHER,1.0
16952,Valeurs,Gilbert AUGER,1.0
16960,Valeurs,Michel WIEVIORKA,1.0
16971,Valeurs,Collectif ECONOMIE ET HUMANISME,3.0
16972,Valeurs,Julie GAYRAL,4.0
16977,Valeurs,Camille DUTHY,4.0
16978,Valeurs,Hugues PUEL,1.0
17039,Valeurs,Pierre BRÉCHON,2.0
17044,Valeurs,Sandra DECELLE,1.0
17050,Valeurs,Yoann PUPAT,6.0
17065,Valeurs,Corinne HOOGE,1.0
17067,Valeurs,Marc Antoine MESSER,2.0
17068,Valeurs,Audrey PARVEX,1.0
17069,Valeurs,Yannick PITTON,1.0
17070,Valeurs,Lucie VERDURE,1.0
17071,Valeurs,Grégoire ROBIDA,1.0
17085,Valeurs,Christian BROMBERGER,1.0
17097,Valeurs,Yves CROZET,1.0
17106,Valeurs,Jean-François TCHERNIA,2.0
17110,Valeurs,Bertrand LABASSE,3.0
17114,Valeurs,Philippe CHAUDOIR,1.0
17144,Valeurs,Georges DECOURT,2.0
17146,Valeurs,Philippe JARREAU,1.0
17156,Valeurs,Diego MERMOUD-PLAZA,1.0
17157,Valeurs,Stephan UTZ,1.0
17164,Valeurs,François DUBET,1.0
17200,Valeurs,Sociovision COFREMCA,1.0
17225,Valeurs,Jean-Marie AUZIAS,1.0
17248,Valeurs,Gérard DEFOIS,1.0
17285,Valeurs,Pierre WINICKI,1.0
17294,Valeurs,Olivier GALLAND,1.0
17301,Valeurs,Kamla CHOWDHRY,1.0
17304,Valeurs,Jérôme BINDE,1.0
17318,Valeurs,Yves LAMBERT,1.0
17339,Valeurs,Yannick LEMEL,1.0
17360,Économie,Anne-Caroline JAMBAUD,2.0
17362,Économie,Benjamin  PRADEL,4.0
17366,Économie,Boris CHABANEL,89.0
17367,Économie,Catherine DEBRAND,4.0
17368,Économie,Emile HOOGE,17.0
17369,Économie,Cédric POLÈRE,8.0
17370,Économie,Ludovic VIÉVARD,4.0
17371,Économie,Eve DENJEAN,9.0
17374,Économie,Philippe DUJARDIN,2.0
17376,Économie,Aurélien BOUTAUD,47.0
17382,Économie,Nicolas NOVA,1.0
17384,Économie,Claire HARPET,1.0
17385,Économie,Philippe JURY,2.0
17391,Économie,Julie JEAMMAUD,10.0
17397,Économie,Catherine PANASSIER,1.0
17399,Économie,Caroline JANUEL,15.0
17411,Économie,Anouk JORDAN,6.0
17412,Économie,Sylvie  MAURIS-DEMOURIOUX,5.0
17413,Économie,Julien CASALS,11.0
17423,Économie,Geoffroy BING,15.0
17426,Économie,François MAYSSAL,3.0
17446,Économie,Arthur GRIMONPONT,5.0
17458,Économie,Eddy MAAROUFI,3.0
17459,Économie,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
17464,Économie,Caroline HAMON,11.0
17473,Économie,Pierre-Alain FOUR,1.0
17479,Économie,Bruno BENOIT,1.0
17485,Économie,Mike RACO,1.0
17486,Économie,Jean-Paul BRAVARD,1.0
17491,Économie,Christian LEFÈVRE,1.0
17497,Économie,Sophie KELLER,6.0
17501,Économie,Justin FOLLENFANT,2.0
17502,Économie,Martin FUSTER,2.0
17514,Économie,Arnaud FLORENTIN,4.0
17532,Économie,Pierre GROSDEMOUGE,2.0
17565,Économie,Laure ISNARD,1.0
17566,Économie,Bernard BARRAQUE,1.0
17568,Économie,Natacha ISRAËL,3.0
17591,Économie,Collectif ECONOMIE ET HUMANISME,1.0
17606,Économie,cabinet SILOÉ,1.0
17621,Économie,Bernard CHOCAT,2.0
17660,Économie,Rémi BARBIER,1.0
17671,Économie,Jean-Louis DAYAN,1.0
17674,Économie,Frédéric NAUDON,1.0
17676,Économie,Bruno BIGOURDAN,1.0
17684,Économie, COMMUNAUTÉ URBAINE DE LYON,1.0
17706,Économie,Annabelle RICHARD,2.0
17729,Économie,Jean-François DRAPERI,1.0
17735,Économie,Abdel MOKTARI,1.0
17738,Économie,Paul D.REITER,1.0
17754,Économie,Magali TALANDIER,2.0
17758,Économie, Nicole GOLANCZYK,1.0
17762,Économie,Guillaume POITRINAL,1.0
17769,Économie,Camille GUEZENNEC,1.0
17770,Économie,Guillaume MALOCHET,1.0
17797,Économie,Étienne RODIN,1.0
17844,Économie,Deborah GALIMBERTI,1.0
17885,Économie,Marie-Amandine VERMILLON,1.0
17915,Économie,Anne-Cécile RAGOT,1.0
17916,Économie,Patrice RAYMOND,1.0
17943,Économie,Olivier BLANDIN,1.0
17954,Économie,Paul ARIÈS,1.0
17968,Économie,Jean GADREY,1.0
17969,Économie,Valérie PEUGEOT,1.0
18001,Geneviève BERNARDIN,Usage,3.0
18010,Geneviève BERNARDIN,Cadre de vie,3.0
18016,Geneviève BERNARDIN,Biodiversité,1.0
18020,Geneviève BERNARDIN,Santé,1.0
18051,Geneviève BERNARDIN,Urbanisme,2.0
18600,Cadre de vie,Anne-Caroline JAMBAUD,3.0
18602,Cadre de vie,Benjamin  PRADEL,4.0
18606,Cadre de vie,Boris CHABANEL,9.0
18607,Cadre de vie,Catherine DEBRAND,8.0
18608,Cadre de vie,Emile HOOGE,2.0
18609,Cadre de vie,Cédric POLÈRE,13.0
18610,Cadre de vie,Ludovic VIÉVARD,5.0
18611,Cadre de vie,Eve DENJEAN,1.0
18616,Cadre de vie,Aurélien BOUTAUD,37.0
18624,Cadre de vie,Claire HARPET,2.0
18625,Cadre de vie,Philippe JURY,2.0
18629,Cadre de vie,Geneviève BERNARDIN,3.0
18631,Cadre de vie,Julie JEAMMAUD,2.0
18634,Cadre de vie,Jean-Marc BERTHET,4.0
18637,Cadre de vie,Catherine PANASSIER,3.0
18639,Cadre de vie,Caroline JANUEL,4.0
18642,Cadre de vie,Marianne CHOUTEAU,3.0
18649,Cadre de vie,Nicolas LEPRÊTRE,3.0
18652,Cadre de vie,Sylvie  MAURIS-DEMOURIOUX,8.0
18653,Cadre de vie,Julien CASALS,2.0
18663,Cadre de vie,Geoffroy BING,7.0
18670,Cadre de vie,Catherine FORET,5.0
18681,Cadre de vie,Benjamin LIPPENS,2.0
18688,Cadre de vie,Sebastian ROCHE,3.0
18691,Cadre de vie,Nicolas JOURNO,3.0
18692,Cadre de vie,Claire MARQUET,3.0
18698,Cadre de vie,Eddy MAAROUFI,14.0
18699,Cadre de vie,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,7.0
18700,Cadre de vie,Lucas PIESSAT,9.0
18701,Cadre de vie,Gauthier BRAVAIS,4.0
18704,Cadre de vie,Caroline HAMON,3.0
18707,Cadre de vie,Philippe GARGOV,3.0
18709,Cadre de vie,Matthieu BOURY,1.0
18710,Cadre de vie,Gaspard LANDEL,1.0
18711,Cadre de vie,Quentin ZARAGORI,15.0
18714,Cadre de vie,Béatrice MAURINES,3.0
18715,Cadre de vie,Lilian PELLEGRINO,3.0
18719,Cadre de vie,Bruno BENOIT,3.0
18720,Cadre de vie,Florent CHEVREAU,2.0
18721,Cadre de vie,Danielle GALEA,2.0
18722,Cadre de vie,Carine PRADELLES,2.0
18723,Cadre de vie,Maïder LAUSSUCQ,2.0
18726,Cadre de vie,Jean-Paul BRAVARD,3.0
18732,Cadre de vie,Stéphanie BEAUCHENE,14.0
18736,Cadre de vie,Brice DURY,4.0
18737,Cadre de vie,Sophie KELLER,4.0
18738,Cadre de vie,Frédérique SONNET,3.0
18739,Cadre de vie,Stéphanie PORNIN,2.0
18740,Cadre de vie,Cécile PEETERS,2.0
18741,Cadre de vie,Justin FOLLENFANT,3.0
18742,Cadre de vie,Martin FUSTER,3.0
18743,Cadre de vie,Perrine TURGAULT,3.0
18772,Cadre de vie,Pierre GROSDEMOUGE,3.0
18775,Cadre de vie,Jean-Pierre VIGNAT,2.0
18786,Cadre de vie,Caroline RICHEMONT,1.0
18791,Cadre de vie,Stéphane AUTRAN,1.0
18797,Cadre de vie,Jean-Luc VUILLEMENOT,1.0
18799,Cadre de vie,Maéva BIGOT,8.0
