,source,target,values
67001,Roland JOUVENT,Numérique,1.0
67598,Didier CAZELLES,Cadre de vie,1.0
67599,Didier CAZELLES,Service public,1.0
67600,Didier CAZELLES,Ressources,4.0
67602,Didier CAZELLES,Entreprise,1.0
67608,Didier CAZELLES,Institution,1.0
67618,Didier CAZELLES,Patrimoine,1.0
67627,Didier CAZELLES,Biodiversité,1.0
68206,Didier LIVIO,Entreprise,1.0
68235,Didier LIVIO,Temps,1.0
68808,Dieter GRAU,Ressources,1.0
68819,Dieter GRAU,International,1.0
69412,Jessica READ,Ressources,1.0
69423,Jessica READ,International,1.0
70026,Corinne HOOGE,Recherche,1.0
70032,Corinne HOOGE,Valeurs,1.0
70034,Corinne HOOGE,Patrimoine,1.0
70055,Corinne HOOGE,Veille M3,1.0
70632,Delphine GRAVIER,Éducation,1.0
71222,Denis CERCLET,Cadre de vie,1.0
71242,Denis CERCLET,Patrimoine,1.0
71257,Denis CERCLET,Culture,1.0
71844,Sociovision COFREMCA,Valeurs,1.0
72450,Delphine BALVET,Patrimoine,1.0
72459,Delphine BALVET,Biodiversité,1.0
72465,Delphine BALVET,Culture,1.0
73038,Delphine SCIARRINO,Entreprise,1.0
73046,Delphine SCIARRINO,Recherche,1.0
73642,Ludivine SCIARRINO,Entreprise,1.0
73650,Ludivine SCIARRINO,Recherche,1.0
74271,Dominique BOURG,Biodiversité,1.0
74282,Dominique BOURG,Climat,1.0
74840,Dominique CARDON,Usage,1.0
74853,Dominique CARDON,Numérique,2.0
74861,Dominique CARDON,Urbanisme,1.0
75479,Dominique LESTEL,Biodiversité,1.0
76059,Dominique LORRAIN,Finance,1.0
76671,Enrico ALLASINO,International,1.0
76683,Enrico ALLASINO,Inclusion,1.0
77262,Emmanuel BOUTEFEU,Cadre de vie,1.0
77291,Emmanuel BOUTEFEU,Biodiversité,1.0
77861,Emmanuel VIGNERON,Santé,1.0
77886,Emmanuel VIGNERON,Patrimoine,1.0
78465,Faïza BOULKEROUA,Santé,1.0
78487,Faïza BOULKEROUA,Citoyenneté,1.0
79089,Emmanuelle HENRY,Urbanisme,1.0
79100,Emmanuelle HENRY,Jeunesse,1.0
79693,Emmanuel THIMONIER-ROUZET,Urbanisme,1.0
79704,Emmanuel THIMONIER-ROUZET,Jeunesse,1.0
80295,Elinor KELLY,International,1.0
80307,Elinor KELLY,Inclusion,1.0
80309,Elinor KELLY,Cohésion sociale,1.0
80886,Elisabeth PERROT,Cadre de vie,1.0
80893,Elisabeth PERROT,Numérique,1.0
80895,Elisabeth PERROT,Travail,1.0
80899,Elisabeth PERROT,International,1.0
80901,Elisabeth PERROT,Urbanisme,1.0
80912,Elisabeth PERROT,Jeunesse,1.0
81497,Fernand BERTEN,Numérique,1.0
81504,Fernand BERTEN,Éducation,1.0
82094,François ASCHER,Cadre de vie,1.0
82100,François ASCHER,Solidarité,1.0
82104,François ASCHER,Institution,1.0
82109,François ASCHER,Urbanisme,1.0
82112,François ASCHER,Valeurs,1.0
82115,François ASCHER,Prospective,1.0
82712,Edgar MORIN,Éducation,1.0
83315,Edmond HERVÉ,International,1.0
83335,Edmond HERVÉ,Temps,1.0
83920,Jean-Louis BAL,Éducation,1.0
84508,Jean-Louis DAYAN,Économie,1.0
84531,Jean-Louis DAYAN,Prospective,1.0
85114,Jean-Luc VUILLEMENOT,Cadre de vie,1.0
85143,Jean-Luc VUILLEMENOT,Biodiversité,1.0
85719,Jean-Baptiste LESTRA,Service public,1.0
85733,Jean-Baptiste LESTRA,Urbanisme,1.0
86329,Jean-François ROUET,Numérique,1.0
86336,Jean-François ROUET,Éducation,1.0
86935,Jean-François TCHERNIA,Travail,1.0
86944,Jean-François TCHERNIA,Valeurs,2.0
87552,Jean-Jack QUEYRANNE,Laïcité,1.0
87557,Jean-Jack QUEYRANNE,Cohésion sociale,1.0
88152,Hugues PUEL,Valeurs,1.0
88775, INSEE - RHÔNE-ALPES ,Personnes âgées,1.0
89375,Jean-Michel DELEUIL,Temps,1.0
89946,Jean-Marc BERTHET,Cadre de vie,3.0
89948,Jean-Marc BERTHET,Ressources,1.0
89954,Jean-Marc BERTHET,Attractivité,1.0
89960,Jean-Marc BERTHET,Éducation,3.0
89961,Jean-Marc BERTHET,Urbanisme,3.0
89962,Jean-Marc BERTHET,Politique de la ville,2.0
89963,Jean-Marc BERTHET,Citoyenneté,1.0
89964,Jean-Marc BERTHET,Valeurs,1.0
89966,Jean-Marc BERTHET,Patrimoine,2.0
89971,Jean-Marc BERTHET,Inclusion,3.0
89973,Jean-Marc BERTHET,Cohésion sociale,2.0
89975,Jean-Marc BERTHET,Biodiversité,1.0
89978,Jean-Marc BERTHET,Sécurité,1.0
90542,Jean-Philippe CLEMENT,Innovation,1.0
90557,Jean-Philippe CLEMENT,Numérique,1.0
90565,Jean-Philippe CLEMENT,Urbanisme,1.0
91157,Jean-Yves BOULIN,Mobilité,1.0
91163,Jean-Yves BOULIN,Travail,1.0
91187,Jean-Yves BOULIN,Temps,2.0
91772,Jérôme BINDE,Éducation,1.0
91776,Jérôme BINDE,Valeurs,1.0
92356,Julia GUDEFIN,Usage,1.0
92363,Julia GUDEFIN,Service public,1.0
92364,Julia GUDEFIN,Ressources,1.0
92961,Jany DHERVILLEZ,Santé,1.0
92981,Jany DHERVILLEZ,Urbanisme,1.0
93570,Jaques-Antoine MALAREWICZ,Cadre de vie,1.0
93599,Jaques-Antoine MALAREWICZ,Biodiversité,1.0
94183,Jean BOISSONNAT,Travail,1.0
94772,Laure ISNARD,Usage,1.0
94776,Laure ISNARD,Économie,1.0
94780,Laure ISNARD,Ressources,1.0
95376,Bernard BARRAQUE,Usage,1.0
95380,Bernard BARRAQUE,Économie,1.0
95384,Bernard BARRAQUE,Ressources,1.0
96010,Jean-Michel FOURNIAU,Concertation,1.0
96017,Jean-Michel FOURNIAU,Démocratie,1.0
96585,(LMDE) LA MUTUELLE DES ETUDIANTS,Santé,1.0
96601,(LMDE) LA MUTUELLE DES ETUDIANTS,Évaluation,1.0
96616,(LMDE) LA MUTUELLE DES ETUDIANTS,Jeunesse,1.0
97194,Alain HAYS,Cadre de vie,1.0
97206,Alain HAYS,Recherche,1.0
97209,Alain HAYS,Urbanisme,1.0
97217,Alain HAYS,Transition,1.0
97223,Alain HAYS,Biodiversité,1.0
97833,Ludovic ROGUET,Culture,1.0
98402,Marianne GUEROIS,Cadre de vie,1.0
98417,Marianne GUEROIS,Urbanisme,1.0
99006,Fabien PAULUS,Cadre de vie,1.0
99021,Fabien PAULUS,Urbanisme,1.0
99622,Attila BASKURT,Recherche,1.0
99624,Attila BASKURT,Éducation,1.0
100226,Jean-Yves  TOUSSAINT,Recherche,1.0
100228,Jean-Yves  TOUSSAINT,Éducation,1.0
100826,Laurent ARON,Attractivité,1.0
101430, LA MAISON DU FLEUVE RHÔNE,Attractivité,1.0
102039,Lionel ARNAUD,International,1.0
102061,Lionel ARNAUD,Culture,2.0
102625,Jean-Paul ARVEILLER,Santé,1.0
103228,Rémi BARBIER,Usage,1.0
103232,Rémi BARBIER,Économie,1.0
103236,Rémi BARBIER,Ressources,1.0
103873,René RIZZARDO,Culture,1.0
104442,Richard CANTIN,Cadre de vie,1.0
104457,Richard CANTIN,Urbanisme,1.0
104465,Richard CANTIN,Transition,1.0
105048,Robert JONAC,Ressources,1.0
105066,Robert JONAC,Patrimoine,1.0
105651,Stéphane CORDOBES,Service public,1.0
105671,Stéphane CORDOBES,Prospective,1.0
106254,Anne PINCHART,Cadre de vie,2.0
106283,Anne PINCHART,Biodiversité,2.0
106859,Roland GORI,Service public,1.0
107456,Sandrine BOUCHER,Usage,1.0
107464,Sandrine BOUCHER,Ressources,1.0
107465,Sandrine BOUCHER,Mobilité,1.0
107479,Sandrine BOUCHER,Citoyenneté,2.0
107485,Sandrine BOUCHER,Transition,1.0
107488,Sandrine BOUCHER,Jeunesse,1.0
108060,Sebastian ROCHE,Usage,1.0
108066,Sebastian ROCHE,Cadre de vie,1.0
108067,Sebastian ROCHE,Service public,1.0
108076,Sebastian ROCHE,Institution,1.0
108078,Sebastian ROCHE,Recherche,1.0
108080,Sebastian ROCHE,Éducation,2.0
108083,Sebastian ROCHE,Citoyenneté,2.0
108084,Sebastian ROCHE,Valeurs,4.0
108088,Sebastian ROCHE,Laïcité,4.0
108091,Sebastian ROCHE,Inclusion,1.0
108092,Sebastian ROCHE,Jeunesse,1.0
108093,Sebastian ROCHE,Cohésion sociale,6.0
108098,Sebastian ROCHE,Sécurité,4.0
108104,Sebastian ROCHE,Clivages,6.0
108670,Stéphanie BEAUCHENE,Cadre de vie,14.0
108672,Stéphanie BEAUCHENE,Ressources,9.0
108673,Stéphanie BEAUCHENE,Mobilité,2.0
108678,Stéphanie BEAUCHENE,Attractivité,4.0
108685,Stéphanie BEAUCHENE,Urbanisme,2.0
108688,Stéphanie BEAUCHENE,Valeurs,1.0
108690,Stéphanie BEAUCHENE,Patrimoine,5.0
108698,Stéphanie BEAUCHENE,Sport,1.0
108699,Stéphanie BEAUCHENE,Biodiversité,1.0
109309,Stéphanie LEFORT-AUCHERE,Culture,1.0
109910,Sophie BODY-GENDROT,Sécurité,2.0
110483,Sophie BOISSARD,Service public,1.0
110515,Sophie BOISSARD,Temps,1.0
111099,Sophie DE GAILLARD,International,1.0
111103,Sophie DE GAILLARD,Citoyenneté,1.0
111110,Sophie DE GAILLARD,Concertation,1.0
111697,Serge POUTS-LAJUS,Numérique,1.0
111704,Serge POUTS-LAJUS,Éducation,1.0
112301,Marielle RICHIE-MAGNIER,Numérique,1.0
112308,Marielle RICHIE-MAGNIER,Éducation,1.0
112898,Siegfried Zhiqiang WU,Cadre de vie,1.0
112900,Siegfried Zhiqiang WU,Ressources,1.0
112913,Siegfried Zhiqiang WU,Urbanisme,1.0
112938,Siegfried Zhiqiang WU,Climat,1.0
113500,cabinet SILOÉ,Économie,1.0
113502,cabinet SILOÉ,Cadre de vie,1.0
113525,cabinet SILOÉ,Transition,1.0
113531,cabinet SILOÉ,Biodiversité,1.0
114138,Serge BRUNEAU,Sécurité,1.0
114710,Thomas FAILLEBIN,Cadre de vie,1.0
114725,Thomas FAILLEBIN,Urbanisme,1.0
115327,Thomas FAIST,International,1.0
115339,Thomas FAIST,Inclusion,1.0
115913,Thierry BRUHAT,Santé,1.0
116528,Hélène REIGNER,Solidarité,1.0
116534,Hélène REIGNER,Recherche,1.0
117126,Valérie DRAMARD,Cadre de vie,1.0
117728,Marie-Amandine VERMILLON,Économie,1.0
117731,Marie-Amandine VERMILLON,Service public,1.0
117732,Marie-Amandine VERMILLON,Ressources,1.0
118341,Thérèse LAFERRIÈRE,Numérique,1.0
118348,Thérèse LAFERRIÈRE,Éducation,1.0
118936,Étienne RODIN,Économie,1.0
118942,Étienne RODIN,Entreprise,1.0
119555,Antoine FLEURY,International,1.0
119557,Antoine FLEURY,Urbanisme,1.0
120141,Antoine LAZARUS,Santé,1.0
120764, NÉGAWATT,Éducation,1.0
121370,Benoît GUILLEMONT,Politique de la ville,1.0
121389,Benoît GUILLEMONT,Culture,1.0
121956,Bernard CHOCAT,Économie,2.0
121960,Bernard CHOCAT,Ressources,2.0
121970,Bernard CHOCAT,Recherche,1.0
121981,Bernard CHOCAT,Transition,1.0
121987,Bernard CHOCAT,Biodiversité,1.0
122600,Bernard DREANO,Clivages,1.0
123169,Bernard JOUVE,Mobilité,1.0
123176,Bernard JOUVE,Institution,3.0
123179,Bernard JOUVE,International,3.0
123181,Bernard JOUVE,Urbanisme,1.0
123187,Bernard JOUVE,Prospective,1.0
123197,Bernard JOUVE,Démocratie,1.0
123770,Bernard MARET,Cadre de vie,1.0
123799,Bernard MARET,Biodiversité,1.0
124380,Abdellatif CHAOUITE,Solidarité,1.0
124399,Abdellatif CHAOUITE,Inclusion,1.0
124401,Abdellatif CHAOUITE,Cohésion sociale,1.0
124411,Abdellatif CHAOUITE,Personnes âgées,1.0
124973,Antoine BAILLY,Santé,1.0
124978,Antoine BAILLY,Cadre de vie,1.0
125615,Bernard PRÉEL,Temps,1.0
126178,Boris BEAUDE,Innovation,1.0
126180,Boris BEAUDE,Usage,1.0
126193,Boris BEAUDE,Numérique,2.0
126804,Aldo NAOURI,Éducation,1.0
126816,Aldo NAOURI,Jeunesse,1.0
127400,Anna Paula BEJA HORTA,Solidarité,1.0
127407,Anna Paula BEJA HORTA,International,1.0
127419,Anna Paula BEJA HORTA,Inclusion,1.0
128004,Joana MIRANDA,Solidarité,1.0
128011,Joana MIRANDA,International,1.0
128023,Joana MIRANDA,Inclusion,1.0
128616,"""Association Nationale DES DIRECTEURS DE LEDUCATION DES VILLES DE FRANCE""",Éducation,1.0
129220,André GIORDAN,Éducation,1.0
129802,Laura PANDELLE,Innovation,1.0
129811,Laura PANDELLE,Service public,1.0
130406,Magali MARLIN,Innovation,1.0
130415,Magali MARLIN,Service public,1.0
131016,Anne-Cécile RAGOT,Économie,1.0
131024,Anne-Cécile RAGOT,Solidarité,1.0
131624,Hervé LE BRAS,Ressources,1.0
131645,Hervé LE BRAS,Transition,1.0
132239,Adelina MIRANDA,International,1.0
132253,Adelina MIRANDA,Cohésion sociale,1.0
132825,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Santé,2.0
132828,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Économie,1.0
132830,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Cadre de vie,7.0
132832,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Ressources,1.0
132833,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Mobilité,4.0
132834,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Entreprise,4.0
132835,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Finance,1.0
132836,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Solidarité,1.0
132837,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Numérique,1.0
132838,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Attractivité,17.0
132839,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Travail,9.0
132840,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Institution,4.0
132841,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Évaluation,2.0
132842,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Recherche,2.0
132843,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,International,21.0
132844,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Éducation,1.0
132845,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Urbanisme,6.0
132846,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Politique de la ville,1.0
132848,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Valeurs,3.0
132849,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Grand Lyon,23.0
132850,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Patrimoine,5.0
132851,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Prospective,1.0
132853,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Transition,2.0
132857,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Cohésion sociale,1.0
132859,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Biodiversité,2.0
132865,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Culture,6.0
132868,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Clivages,1.0
133451,Guillaume GOURGUES,Citoyenneté,1.0
133465,Guillaume GOURGUES,Démocratie,1.0
134036,Philippe JURY,Économie,2.0
134038,Philippe JURY,Cadre de vie,1.0
134041,Philippe JURY,Mobilité,1.0
134044,Philippe JURY,Solidarité,1.0
134056,Philippe JURY,Valeurs,1.0
134059,Philippe JURY,Prospective,1.0
134061,Philippe JURY,Transition,4.0
134063,Philippe JURY,Inclusion,1.0
134078,Philippe JURY,Climat,1.0
134666,Aisling HEALY,Concertation,1.0
134673,Aisling HEALY,Démocratie,1.0
135244,Guillaume POITRINAL,Économie,1.0
135279,Guillaume POITRINAL,Temps,1.0
135853,Guy POUZARD,Mobilité,1.0
135864,Guy POUZARD,Éducation,1.0
136457,Cécile FÉRÉ,Mobilité,2.0
136460,Cécile FÉRÉ,Solidarité,1.0
137089,Catherine TRAUTMANN,Démocratie,1.0
137662,Chris BEYER,Cadre de vie,1.0
137702,Chris BEYER,Climat,1.0
138266,Emilie RICHARD,Cadre de vie,1.0
138306,Emilie RICHARD,Climat,1.0
138870,Dominique ROYOUX,Cadre de vie,1.0
138910,Dominique ROYOUX,Climat,1.0
139466,Gilles FINCHELSTEIN,Innovation,1.0
139473,Gilles FINCHELSTEIN,Social,1.0
139475,Gilles FINCHELSTEIN,Service public,1.0
139505,Gilles FINCHELSTEIN,Démocratie,1.0
139507,Gilles FINCHELSTEIN,Temps,1.0
139508,Gilles FINCHELSTEIN,Pensées politiques,1.0
140070,Gilles GUILLOT,Innovation,1.0
140091,Gilles GUILLOT,International,1.0
140113,Gilles GUILLOT,Culture,1.0
140674,Gilles JEANNOT,Innovation,1.0
140683,Gilles JEANNOT,Service public,1.0
140691,Gilles JEANNOT,Travail,1.0
141281,pôle universitaire de Lyon GIP,Santé,1.0
141904,Françoise LORCERIE,Éducation,1.0
142508,Delphine CAVALLO,Éducation,1.0
143098,Françoise SION,Cadre de vie,1.0
143111,Françoise SION,International,1.0
143127,Françoise SION,Biodiversité,1.0
143696,Frédéric NAUDON,Usage,1.0
143700,Frédéric NAUDON,Économie,1.0
143704,Frédéric NAUDON,Ressources,1.0
144318,Valérie DEFOY,Recherche,9.0
144325,Valérie DEFOY,Grand Lyon,8.0
144928,Georges DECOURT,Valeurs,2.0
144946,Georges DECOURT,Justice,1.0
145528,François DUBET,Éducation,1.0
145532,François DUBET,Valeurs,1.0
145539,François DUBET,Inclusion,1.0
145541,François DUBET,Cohésion sociale,1.0
146113,François GRATEAU,Santé,1.0
146755,François GUERY,Temps,1.0
147328,Gilles BROCARD,Ressources,1.0
147922,Lucie VERCHERE,Innovation,1.0
147931,Lucie VERCHERE,Service public,3.0
147933,Lucie VERCHERE,Mobilité,2.0
147939,Lucie VERCHERE,Travail,1.0
147963,Lucie VERCHERE,Temps,2.0
148567,Marc BESSIN,Temps,1.0
149140,Marc CHAMBOLLE,Ressources,1.0
149167,Marc CHAMBOLLE,Biodiversité,1.0
149762,Michel COTE,Patrimoine,1.0
149777,Michel COTE,Culture,1.0
150340,Michel WIEVIORKA,Usage,1.0
150347,Michel WIEVIORKA,Service public,1.0
150364,Michel WIEVIORKA,Valeurs,1.0
150368,Michel WIEVIORKA,Laïcité,1.0
150371,Michel WIEVIORKA,Inclusion,1.0
150381,Michel WIEVIORKA,Culture,2.0
150384,Michel WIEVIORKA,Clivages,1.0
150953,Marine DOUCHY,Mobilité,1.0
150963,Marine DOUCHY,International,1.0
150965,Marine DOUCHY,Urbanisme,1.0
151557,Elina LUMBROSO,Mobilité,1.0
151567,Elina LUMBROSO,International,1.0
151569,Elina LUMBROSO,Urbanisme,1.0
152161,Marina VALENTE,Mobilité,1.0
152171,Marina VALENTE,International,1.0
152173,Marina VALENTE,Urbanisme,1.0
152762,Michèle MASSON,Cadre de vie,1.0
152799,Michèle MASSON,Personnes âgées,1.0
153361,Marie-Elizabeth NICOLEAU,Santé,1.0
153381,Marie-Elizabeth NICOLEAU,Urbanisme,1.0
153965,Alain BENINI,Santé,1.0
153985,Alain BENINI,Urbanisme,1.0
154576,Martin GUESPEREAU,Ressources,1.0
155180,Julie FABRE,Ressources,1.0
155777,Marie-Christine POUCHELLE,Santé,1.0
155817,Marie-Christine POUCHELLE,Culture,1.0
156384,Mike RACO,Économie,1.0
156409,Mike RACO,Transition,1.0
156991,Martin VANIER,Service public,1.0
156996,Martin VANIER,Solidarité,2.0
157000,Martin VANIER,Institution,1.0
157009,Martin VANIER,Grand Lyon,1.0
157600,Martine CHANAL,Solidarité,1.0
157619,Martine CHANAL,Inclusion,1.0
158204,Benoit EYRAUD,Solidarité,1.0
158223,Benoit EYRAUD,Inclusion,1.0
158797,Pascal BEAU,Santé,1.0
159407,Patrice AUBERTEL,Service public,1.0
159443,Patrice AUBERTEL,Personnes âgées,1.0
160011,Paul RAVEAUD,Service public,1.0
160047,Paul RAVEAUD,Personnes âgées,1.0
160615,Thérèse SPECTOR,Service public,1.0
160651,Thérèse SPECTOR,Personnes âgées,1.0
161225,Patrick GUIHOT,Numérique,1.0
161232,Patrick GUIHOT,Éducation,1.0
161854,Mohamed BENABBOU,Sécurité,1.0
162441,Mohamed EL MANKIBI,Urbanisme,1.0
163036,Mónica COSTA,Solidarité,1.0
163043,Mónica COSTA,International,1.0
163055,Mónica COSTA,Inclusion,1.0
163640,Paulo Manuel COSTA,Solidarité,1.0
163647,Paulo Manuel COSTA,International,1.0
163659,Paulo Manuel COSTA,Inclusion,1.0
164252,Olivier COUSIN,Éducation,1.0
164860,Olivier GALLAND,Valeurs,1.0
164868,Olivier GALLAND,Jeunesse,1.0
165452,Olivier GIVRE,Solidarité,2.0
165463,Olivier GIVRE,Citoyenneté,1.0
165472,Olivier GIVRE,Jeunesse,1.0
165486,Olivier GIVRE,Climat,1.0
166063,Nicolas BARRÉ,International,1.0
166073,Nicolas BARRÉ,Transition,1.0
166090,Nicolas BARRÉ,Climat,1.0
166646,Mélanie GAT,Innovation,1.0
166648,Mélanie GAT,Usage,3.0
166654,Mélanie GAT,Cadre de vie,1.0
166665,Mélanie GAT,Évaluation,1.0
166668,Mélanie GAT,Éducation,1.0
166677,Mélanie GAT,Transition,3.0
167273,Michaël FAURE,Urbanisme,1.0
167294,Michaël FAURE,Justice,1.0
167860, Nicole GOLANCZYK,Économie,1.0
167870, Nicole GOLANCZYK,Attractivité,1.0
167875, Nicole GOLANCZYK,International,1.0
167881, Nicole GOLANCZYK,Grand Lyon,1.0
168467,Nicolas MERCAT,Service public,1.0
168469,Nicolas MERCAT,Mobilité,1.0
169070,Nicolas SOULIER,Cadre de vie,1.0
169073,Nicolas SOULIER,Mobilité,1.0
169085,Nicolas SOULIER,Urbanisme,1.0
169102,Nicolas SOULIER,Sécurité,1.0
169706,Philippe GOUJON,Sécurité,1.0
170296,Philippe JARREAU,Valeurs,1.0
170298,Philippe JARREAU,Patrimoine,1.0
170896,Philippe MEIRIEU,Éducation,2.0
170905,Philippe MEIRIEU,Transition,1.0
171484,Paul D.REITER,Économie,1.0
171488,Paul D.REITER,Ressources,1.0
172113,Patrick VIVERET,Transition,1.0
172124,Patrick VIVERET,Pensées politiques,2.0
172692,Paul ARIÈS,Économie,1.0
172727,Paul ARIÈS,Temps,1.0
173298,Pierre BRÉCHON,Cadre de vie,1.0
173316,Pierre BRÉCHON,Valeurs,2.0
173320,Pierre BRÉCHON,Laïcité,1.0
173895,Pierre MARGOT-CATTIN,Handicap,1.0
173929,Pierre MARGOT-CATTIN,Cohésion sociale,1.0
174508,Philippe BILLET,Ressources,1.0
175108,Olivier BLANDIN,Économie,1.0
175113,Olivier BLANDIN,Mobilité,1.0
175729,Pierre MICHEL,Urbanisme,1.0
175737,Pierre MICHEL,Transition,1.0
176321,Philippe GACHE,Mobilité,1.0
176951,Vinciane DESPRET,Biodiversité,1.0
177518,Philippe MAZUEL,Innovation,1.0
177523,Philippe MAZUEL,Management,1.0
177552,Philippe MAZUEL,Jeunesse,1.0
178139,Léa PEYRON,Travail,1.0
178145,Léa PEYRON,Urbanisme,1.0
178739,Thierry THEURILLAT,Finance,1.0
178747,Thierry THEURILLAT,International,1.0
179336,Jean-François DRAPERI,Économie,1.0
179343,Jean-François DRAPERI,Finance,1.0
179344,Jean-François DRAPERI,Solidarité,1.0
179361,Jean-François DRAPERI,Transition,1.0
179940,Jean GADREY,Économie,1.0
180550,Michel CAPRON,Entreprise,1.0
180569,Michel CAPRON,Transition,1.0
181154,Idir CHERIEF,Entreprise,1.0
181155,Idir CHERIEF,Finance,1.0
181749,Valérie BUTHION,Santé,1.0
181760,Valérie BUTHION,Solidarité,1.0
182363,Martine LONG,Finance,1.0
182368,Martine LONG,Institution,1.0
182967,Michel BOUVIER,Finance,1.0
183572,Philippe CORCUFF,Solidarité,1.0
184169,Nicolas DUVOUX,Social,1.0
184176,Nicolas DUVOUX,Solidarité,1.0
184780,Jean-Michel BONVIN,Solidarité,1.0
185396,Yves CROZET,Valeurs,1.0
185398,Yves CROZET,Patrimoine,1.0
186005,Vincent BERTHET,Transition,1.0
186022,Vincent BERTHET,Climat,1.0
186617,Marc GUILLAUME,Démocratie,1.0
187196,Eric CEDIEY,Solidarité,5.0
187199,Eric CEDIEY,Travail,1.0
187203,Eric CEDIEY,International,5.0
187215,Eric CEDIEY,Inclusion,9.0
187222,Eric CEDIEY,Sécurité,1.0
187224,Eric CEDIEY,Pensées politiques,1.0
187817,Gabrielle FACK,Transition,1.0
187834,Gabrielle FACK,Climat,1.0
188429,Annie COLLOVALD,Démocratie,1.0
188432,Annie COLLOVALD,Pensées politiques,1.0
189036,Chris YOUNÈS,Pensées politiques,1.0
189623,Beate COLLET,Citoyenneté,1.0
189637,Beate COLLET,Démocratie,1.0
190223,Valérie SALA PALA,International,2.0
190226,Valérie SALA PALA,Politique de la ville,2.0
190235,Valérie SALA PALA,Inclusion,3.0
190830,Patricia BAUMANN,Politique de la ville,1.0
190840,Patricia BAUMANN,Jeunesse,1.0
191433,François ROBERT,Urbanisme,1.0
191434,François ROBERT,Politique de la ville,1.0
192037,Loïc BONNEVAL,Urbanisme,1.0
192038,Loïc BONNEVAL,Politique de la ville,1.0
192641,Lila COMBE,Urbanisme,1.0
192642,Lila COMBE,Politique de la ville,1.0
193245,Fatiha BELMESSOUS,Urbanisme,1.0
193246,Fatiha BELMESSOUS,Politique de la ville,1.0
193844,Sheila ROGERS,Institution,1.0
193847,Sheila ROGERS,International,1.0
194444,Philippe ESTÈBE,Solidarité,1.0
194454,Philippe ESTÈBE,Politique de la ville,1.0
195055,Surrendra SANTOKHI,International,1.0
195076,Surrendra SANTOKHI,Pensées politiques,1.0
195662,Marie-Christine JAILLET,Politique de la ville,1.0
196263,Hans WERDMÖLDER,International,1.0
196275,Hans WERDMÖLDER,Inclusion,1.0
196846,Andrea REA,Innovation,1.0
196867,Andrea REA,International,1.0
197467,John WRENCH,Travail,1.0
197471,John WRENCH,International,1.0
197494,John WRENCH,Justice,1.0
198075,Joseph YACOUB,International,1.0
198084,Joseph YACOUB,Laïcité,1.0
198679,Iván BAJOMI,International,1.0
198691,Iván BAJOMI,Inclusion,1.0
199283,Richard TOMLINS,International,1.0
199297,Richard TOMLINS,Cohésion sociale,1.0
199890,Alain BATTEGAY,Politique de la ville,1.0
199899,Alain BATTEGAY,Inclusion,1.0
200498,Marie-Clotilde MEILLERAND,Patrimoine,1.0
201090,Franck TANNERY,Attractivité,1.0
201092,Franck TANNERY,Institution,1.0
201099,Franck TANNERY,Citoyenneté,1.0
201101,Franck TANNERY,Grand Lyon,2.0
201693,Benoît MEYRONIN,Numérique,1.0
201696,Benoît MEYRONIN,Institution,1.0
