,source,target,values
1332,Institution,Urbanisme,5.0
1333,Institution,Usage,2.0
1334,Institution,Service public,9.0
1335,Institution,Valeurs,3.0
1336,Institution,Cadre de vie,3.0
1337,Institution,Pauvreté,1.0
1338,Institution,Prospective,3.0
1339,Institution,Pensées politiques,1.0
1340,Institution,Numérique,5.0
1341,Institution,Biodiversité,4.0
1342,Institution,Entreprise,2.0
1343,Institution,Veille M3,1.0
1344,Institution,Patrimoine,4.0
1345,Institution,Concertation,6.0
1346,Institution,Justice,1.0
1347,Institution,Culture,1.0
1348,Institution,Clivages,1.0
1349,Institution,Cohésion sociale,2.0
1350,Institution,Santé,3.0
1351,Institution,Social,1.0
1354,Institution,Éducation,5.0
1355,Institution,Jeunesse,1.0
1356,Institution,Sport,1.0
1357,Institution,Recherche,3.0
1358,Institution,Handicap,2.0
1359,Institution,Travail,2.0
1360,Institution,Attractivité,1.0
1361,Institution,Démocratie,8.0
1363,Institution,Management,1.0
1364,Institution,Data,1.0
1365,Institution,Évaluation,2.0
1366,Institution,Laïcité,3.0
1367,Institution,Finance,6.0
1368,Institution,International,8.0
1372,Institution,Sécurité,4.0
1373,Institution,Égalité,1.0
1375,Patrimoine,Mobilité,5.0
1377,Patrimoine,Transition,2.0
1378,Patrimoine,Innovation,6.0
1379,Patrimoine,Citoyenneté,1.0
1380,Patrimoine,Grand Lyon,17.0
1381,Patrimoine,Économie,4.0
1382,Patrimoine,Solidarité,3.0
1383,Patrimoine,Inclusion,2.0
1384,Patrimoine,Ressources,8.0
1385,Patrimoine,Temps,1.0
1386,Patrimoine,Politique de la ville,1.0
1387,Patrimoine,Urbanisme,7.0
1388,Patrimoine,Usage,1.0
1389,Patrimoine,Service public,2.0
1390,Patrimoine,Valeurs,29.0
1391,Patrimoine,Cadre de vie,9.0
1394,Patrimoine,Pensées politiques,2.0
1395,Patrimoine,Numérique,8.0
1396,Patrimoine,Biodiversité,3.0
1397,Patrimoine,Entreprise,3.0
1398,Patrimoine,Veille M3,2.0
1399,Patrimoine,Institution,4.0
1402,Patrimoine,Culture,39.0
1404,Patrimoine,Cohésion sociale,2.0
1405,Patrimoine,Santé,13.0
1409,Patrimoine,Éducation,5.0
1410,Patrimoine,Jeunesse,1.0
1411,Patrimoine,Sport,1.0
1412,Patrimoine,Recherche,4.0
1415,Patrimoine,Attractivité,25.0
1416,Patrimoine,Démocratie,1.0
1421,Patrimoine,Laïcité,9.0
1422,Patrimoine,Finance,1.0
1423,Patrimoine,International,1.0
1432,Concertation,Transition,2.0
1433,Concertation,Innovation,1.0
1434,Concertation,Citoyenneté,7.0
1435,Concertation,Grand Lyon,1.0
1437,Concertation,Solidarité,1.0
1438,Concertation,Inclusion,1.0
1439,Concertation,Ressources,2.0
1441,Concertation,Politique de la ville,1.0
1442,Concertation,Urbanisme,5.0
1444,Concertation,Service public,3.0
1445,Concertation,Valeurs,1.0
1446,Concertation,Cadre de vie,5.0
1448,Concertation,Prospective,3.0
1450,Concertation,Numérique,1.0
1454,Concertation,Institution,6.0
1456,Concertation,Justice,1.0
1459,Concertation,Cohésion sociale,1.0
1469,Concertation,Travail,3.0
1471,Concertation,Démocratie,17.0
1476,Concertation,Laïcité,2.0
1478,Concertation,International,2.0
1487,Justice,Transition,1.0
1489,Justice,Citoyenneté,2.0
1493,Justice,Inclusion,2.0
1494,Justice,Ressources,3.0
1496,Justice,Politique de la ville,1.0
1497,Justice,Urbanisme,1.0
1498,Justice,Usage,1.0
1499,Justice,Service public,1.0
1500,Justice,Valeurs,3.0
1501,Justice,Cadre de vie,2.0
1506,Justice,Biodiversité,1.0
1508,Justice,Veille M3,1.0
1509,Justice,Institution,1.0
1511,Justice,Concertation,1.0
1512,Justice,Culture,1.0
1514,Justice,Cohésion sociale,1.0
1515,Justice,Santé,1.0
1516,Justice,Social,1.0
1524,Justice,Travail,2.0
1530,Justice,Évaluation,1.0
1533,Justice,International,2.0
1537,Justice,Sécurité,1.0
1542,Culture,Transition,2.0
1543,Culture,Innovation,12.0
1544,Culture,Citoyenneté,3.0
1545,Culture,Grand Lyon,18.0
1546,Culture,Économie,3.0
1547,Culture,Solidarité,1.0
1548,Culture,Inclusion,3.0
1549,Culture,Ressources,2.0
1550,Culture,Temps,2.0
1551,Culture,Politique de la ville,8.0
1552,Culture,Urbanisme,5.0
1553,Culture,Usage,3.0
1555,Culture,Valeurs,6.0
1556,Culture,Cadre de vie,4.0
1558,Culture,Prospective,10.0
1560,Culture,Numérique,22.0
1561,Culture,Biodiversité,2.0
1562,Culture,Entreprise,3.0
1563,Culture,Veille M3,4.0
1564,Culture,Institution,1.0
1565,Culture,Patrimoine,39.0
1567,Culture,Justice,1.0
1568,Culture,Clivages,1.0
1569,Culture,Cohésion sociale,1.0
1570,Culture,Santé,4.0
1572,Culture,Insertion,1.0
1573,Culture,Genre,1.0
1574,Culture,Éducation,8.0
1575,Culture,Jeunesse,8.0
1576,Culture,Sport,2.0
1577,Culture,Recherche,3.0
1580,Culture,Attractivité,17.0
1581,Culture,Démocratie,1.0
1584,Culture,Data,1.0
1586,Culture,Laïcité,4.0
1587,Culture,Finance,3.0
1588,Culture,International,5.0
1589,Culture,Action publique,1.0
1590,Culture,Revue M3,1.0
1593,Culture,Égalité,1.0
1599,Clivages,Citoyenneté,5.0
1600,Clivages,Grand Lyon,2.0
1603,Clivages,Inclusion,6.0
1606,Clivages,Politique de la ville,1.0
1609,Clivages,Service public,1.0
1610,Clivages,Valeurs,5.0
1611,Clivages,Cadre de vie,2.0
1612,Clivages,Pauvreté,2.0
1619,Clivages,Institution,1.0
1623,Clivages,Culture,1.0
1624,Clivages,Cohésion sociale,23.0
1625,Clivages,Santé,2.0
1632,Clivages,Recherche,1.0
1636,Clivages,Démocratie,1.0
1641,Clivages,Laïcité,3.0
1647,Clivages,Sécurité,3.0
1648,Clivages,Égalité,2.0
1653,Cohésion sociale,Innovation,1.0
1654,Cohésion sociale,Citoyenneté,8.0
1655,Cohésion sociale,Grand Lyon,1.0
1656,Cohésion sociale,Économie,1.0
1657,Cohésion sociale,Solidarité,6.0
1658,Cohésion sociale,Inclusion,19.0
1661,Cohésion sociale,Politique de la ville,7.0
1662,Cohésion sociale,Urbanisme,3.0
1664,Cohésion sociale,Service public,2.0
1665,Cohésion sociale,Valeurs,9.0
1666,Cohésion sociale,Cadre de vie,4.0
1668,Cohésion sociale,Prospective,3.0
1669,Cohésion sociale,Pensées politiques,2.0
1670,Cohésion sociale,Numérique,2.0
1672,Cohésion sociale,Entreprise,1.0
1673,Cohésion sociale,Veille M3,1.0
1674,Cohésion sociale,Institution,2.0
1675,Cohésion sociale,Patrimoine,2.0
1676,Cohésion sociale,Concertation,1.0
1677,Cohésion sociale,Justice,1.0
1678,Cohésion sociale,Culture,1.0
1679,Cohésion sociale,Clivages,23.0
1680,Cohésion sociale,Santé,5.0
1681,Cohésion sociale,Social,4.0
1683,Cohésion sociale,Genre,2.0
1686,Cohésion sociale,Sport,1.0
1687,Cohésion sociale,Recherche,1.0
1688,Cohésion sociale,Handicap,5.0
1689,Cohésion sociale,Travail,4.0
1691,Cohésion sociale,Démocratie,3.0
1696,Cohésion sociale,Laïcité,12.0
1698,Cohésion sociale,International,5.0
1701,Cohésion sociale,Personnes âgées,2.0
1702,Cohésion sociale,Sécurité,4.0
1703,Cohésion sociale,Égalité,1.0
1705,Santé,Mobilité,2.0
1706,Santé,Climat,2.0
1707,Santé,Transition,1.0
1708,Santé,Innovation,13.0
1709,Santé,Citoyenneté,3.0
1710,Santé,Grand Lyon,5.0
1711,Santé,Économie,4.0
1712,Santé,Solidarité,9.0
1713,Santé,Inclusion,11.0
1714,Santé,Ressources,1.0
1715,Santé,Temps,1.0
1716,Santé,Politique de la ville,1.0
1717,Santé,Urbanisme,9.0
1718,Santé,Usage,2.0
1719,Santé,Service public,8.0
1720,Santé,Valeurs,5.0
1721,Santé,Cadre de vie,14.0
1722,Santé,Pauvreté,1.0
1723,Santé,Prospective,4.0
1725,Santé,Numérique,3.0
1726,Santé,Biodiversité,9.0
1727,Santé,Entreprise,12.0
1728,Santé,Veille M3,2.0
1729,Santé,Institution,3.0
1730,Santé,Patrimoine,13.0
1732,Santé,Justice,1.0
1733,Santé,Culture,4.0
1734,Santé,Clivages,2.0
1735,Santé,Cohésion sociale,5.0
1736,Santé,Social,3.0
1739,Santé,Éducation,8.0
1740,Santé,Jeunesse,9.0
1741,Santé,Sport,2.0
1742,Santé,Recherche,24.0
1743,Santé,Handicap,29.0
1744,Santé,Travail,9.0
1745,Santé,Attractivité,7.0
1746,Santé,Démocratie,4.0
1748,Santé,Management,1.0
1749,Santé,Data,1.0
1750,Santé,Évaluation,3.0
1753,Santé,International,2.0
1756,Santé,Personnes âgées,3.0
1757,Santé,Sécurité,4.0
1762,Social,Transition,1.0
1763,Social,Innovation,11.0
1765,Social,Grand Lyon,2.0
1766,Social,Économie,5.0
1767,Social,Solidarité,15.0
1768,Social,Inclusion,3.0
1773,Social,Usage,4.0
1774,Social,Service public,9.0
1775,Social,Valeurs,2.0
1776,Social,Cadre de vie,1.0
1778,Social,Prospective,1.0
1779,Social,Pensées politiques,1.0
1780,Social,Numérique,2.0
1781,Social,Biodiversité,1.0
1782,Social,Entreprise,1.0
1784,Social,Institution,1.0
1787,Social,Justice,1.0
1790,Social,Cohésion sociale,4.0
1791,Social,Santé,3.0
1792,Social,Insertion,3.0
1794,Social,Éducation,1.0
1795,Social,Jeunesse,1.0
1797,Social,Recherche,1.0
1798,Social,Handicap,1.0
1799,Social,Travail,12.0
1801,Social,Démocratie,2.0
1803,Social,Management,2.0
1806,Social,Laïcité,2.0
1811,Social,Personnes âgées,2.0
1812,Social,Sécurité,2.0
1817,Insertion,Transition,1.0
1818,Insertion,Innovation,1.0
1819,Insertion,Citoyenneté,1.0
1820,Insertion,Grand Lyon,1.0
1821,Insertion,Économie,4.0
1822,Insertion,Solidarité,2.0
1823,Insertion,Inclusion,2.0
1832,Insertion,Pauvreté,1.0
1833,Insertion,Prospective,1.0
1837,Insertion,Entreprise,3.0
1843,Insertion,Culture,1.0
1847,Insertion,Social,3.0
1850,Insertion,Jeunesse,1.0
1851,Insertion,Sport,1.0
1854,Insertion,Travail,9.0
1860,Insertion,Évaluation,1.0
1863,Insertion,International,4.0
1881,Genre,Politique de la ville,2.0
1882,Genre,Urbanisme,4.0
1887,Genre,Pauvreté,1.0
1893,Genre,Veille M3,1.0
1898,Genre,Culture,1.0
1900,Genre,Cohésion sociale,2.0
1906,Genre,Sport,1.0
1907,Genre,Recherche,1.0
1909,Genre,Travail,1.0
1911,Genre,Démocratie,1.0
1923,Genre,Égalité,1.0
1925,Éducation,Mobilité,1.0
1926,Éducation,Climat,2.0
1927,Éducation,Transition,10.0
1928,Éducation,Innovation,6.0
1929,Éducation,Citoyenneté,3.0
1930,Éducation,Grand Lyon,2.0
1931,Éducation,Économie,3.0
1932,Éducation,Solidarité,8.0
1933,Éducation,Inclusion,9.0
1934,Éducation,Ressources,1.0
1935,Éducation,Temps,2.0
1937,Éducation,Urbanisme,2.0
1938,Éducation,Usage,3.0
1939,Éducation,Service public,3.0
1940,Éducation,Valeurs,8.0
1941,Éducation,Cadre de vie,6.0
1943,Éducation,Prospective,5.0
1945,Éducation,Numérique,17.0
1946,Éducation,Biodiversité,4.0
1947,Éducation,Entreprise,3.0
1949,Éducation,Institution,5.0
1950,Éducation,Patrimoine,5.0
1953,Éducation,Culture,8.0
1956,Éducation,Santé,8.0
1957,Éducation,Social,1.0
1960,Éducation,Jeunesse,27.0
1961,Éducation,Sport,1.0
1962,Éducation,Recherche,15.0
1964,Éducation,Travail,2.0
1965,Éducation,Attractivité,7.0
1966,Éducation,Démocratie,2.0
1970,Éducation,Évaluation,2.0
1971,Éducation,Laïcité,5.0
1973,Éducation,International,1.0
1977,Éducation,Sécurité,1.0
1982,Jeunesse,Transition,1.0
1983,Jeunesse,Innovation,2.0
1984,Jeunesse,Citoyenneté,3.0
1985,Jeunesse,Grand Lyon,3.0
1987,Jeunesse,Solidarité,1.0
1990,Jeunesse,Temps,1.0
1991,Jeunesse,Politique de la ville,2.0
1992,Jeunesse,Urbanisme,1.0
1994,Jeunesse,Service public,2.0
1995,Jeunesse,Valeurs,2.0
1996,Jeunesse,Cadre de vie,7.0
1997,Jeunesse,Pauvreté,1.0
1998,Jeunesse,Prospective,4.0
2000,Jeunesse,Numérique,13.0
2002,Jeunesse,Entreprise,1.0
2004,Jeunesse,Institution,1.0
2005,Jeunesse,Patrimoine,1.0
2008,Jeunesse,Culture,8.0
2011,Jeunesse,Santé,9.0
2012,Jeunesse,Social,1.0
2013,Jeunesse,Insertion,1.0
2015,Jeunesse,Éducation,27.0
2019,Jeunesse,Travail,7.0
2020,Jeunesse,Attractivité,1.0
2023,Jeunesse,Management,2.0
2025,Jeunesse,Évaluation,1.0
2031,Jeunesse,Personnes âgées,2.0
2036,Sport,Climat,1.0
2042,Sport,Solidarité,2.0
2043,Sport,Inclusion,1.0
2044,Sport,Ressources,1.0
2047,Sport,Urbanisme,1.0
2050,Sport,Valeurs,1.0
2051,Sport,Cadre de vie,1.0
2058,Sport,Veille M3,6.0
2059,Sport,Institution,1.0
2060,Sport,Patrimoine,1.0
2063,Sport,Culture,2.0
2065,Sport,Cohésion sociale,1.0
2066,Sport,Santé,2.0
2068,Sport,Insertion,1.0
2069,Sport,Genre,1.0
2070,Sport,Éducation,1.0
2075,Sport,Attractivité,1.0
2076,Sport,Démocratie,1.0
2091,Recherche,Climat,1.0
2092,Recherche,Transition,1.0
2093,Recherche,Innovation,15.0
2094,Recherche,Citoyenneté,2.0
2095,Recherche,Grand Lyon,17.0
2096,Recherche,Économie,3.0
2097,Recherche,Solidarité,3.0
2098,Recherche,Inclusion,4.0
2099,Recherche,Ressources,3.0
2100,Recherche,Temps,1.0
2102,Recherche,Urbanisme,2.0
2103,Recherche,Usage,3.0
2105,Recherche,Valeurs,2.0
2108,Recherche,Prospective,3.0
2110,Recherche,Numérique,14.0
2111,Recherche,Biodiversité,5.0
2112,Recherche,Entreprise,3.0
2113,Recherche,Veille M3,1.0
2114,Recherche,Institution,3.0
2115,Recherche,Patrimoine,4.0
2118,Recherche,Culture,3.0
2119,Recherche,Clivages,1.0
2120,Recherche,Cohésion sociale,1.0
2121,Recherche,Santé,24.0
2122,Recherche,Social,1.0
2124,Recherche,Genre,1.0
2125,Recherche,Éducation,15.0
2130,Recherche,Attractivité,7.0
2131,Recherche,Démocratie,2.0
2134,Recherche,Data,4.0
2135,Recherche,Évaluation,3.0
2136,Recherche,Laïcité,1.0
2138,Recherche,International,7.0
2142,Recherche,Sécurité,1.0
2147,Handicap,Transition,1.0
2148,Handicap,Innovation,5.0
2149,Handicap,Citoyenneté,2.0
2151,Handicap,Économie,1.0
2152,Handicap,Solidarité,6.0
2153,Handicap,Inclusion,24.0
2158,Handicap,Usage,2.0
2159,Handicap,Service public,1.0
2161,Handicap,Cadre de vie,12.0
2165,Handicap,Numérique,3.0
2169,Handicap,Institution,2.0
2175,Handicap,Cohésion sociale,5.0
2176,Handicap,Santé,29.0
2177,Handicap,Social,1.0
2184,Handicap,Travail,3.0
2193,Handicap,International,2.0
2200,Travail,Mobilité,3.0
2202,Travail,Transition,1.0
2203,Travail,Innovation,12.0
2204,Travail,Citoyenneté,1.0
2205,Travail,Grand Lyon,5.0
2206,Travail,Économie,7.0
2207,Travail,Solidarité,6.0
2208,Travail,Inclusion,8.0
2210,Travail,Temps,5.0
2213,Travail,Usage,3.0
2214,Travail,Service public,11.0
2215,Travail,Valeurs,6.0
2216,Travail,Cadre de vie,2.0
2218,Travail,Prospective,7.0
2220,Travail,Numérique,6.0
2222,Travail,Entreprise,14.0
2223,Travail,Veille M3,1.0
2224,Travail,Institution,2.0
2226,Travail,Concertation,3.0
2227,Travail,Justice,2.0
2230,Travail,Cohésion sociale,4.0
2231,Travail,Santé,9.0
2232,Travail,Social,12.0
2233,Travail,Insertion,9.0
2234,Travail,Genre,1.0
2235,Travail,Éducation,2.0
2236,Travail,Jeunesse,7.0
2239,Travail,Handicap,3.0
2240,Travail,Attractivité,6.0
2243,Travail,Management,6.0
2245,Travail,Évaluation,4.0
2246,Travail,Laïcité,4.0
2247,Travail,Finance,1.0
2248,Travail,International,6.0
2254,Travail,Emploi,1.0
2255,Attractivité,Mobilité,3.0
2258,Attractivité,Innovation,3.0
2260,Attractivité,Grand Lyon,25.0
2261,Attractivité,Économie,11.0
2262,Attractivité,Solidarité,1.0
2263,Attractivité,Inclusion,1.0
2264,Attractivité,Ressources,2.0
2266,Attractivité,Politique de la ville,1.0
2267,Attractivité,Urbanisme,4.0
2269,Attractivité,Service public,2.0
2270,Attractivité,Valeurs,8.0
2271,Attractivité,Cadre de vie,5.0
2273,Attractivité,Prospective,2.0
2275,Attractivité,Numérique,2.0
2276,Attractivité,Biodiversité,1.0
2277,Attractivité,Entreprise,12.0
2279,Attractivité,Institution,1.0
2280,Attractivité,Patrimoine,25.0
2283,Attractivité,Culture,17.0
2286,Attractivité,Santé,7.0
2290,Attractivité,Éducation,7.0
2291,Attractivité,Jeunesse,1.0
2292,Attractivité,Sport,1.0
2293,Attractivité,Recherche,7.0
2295,Attractivité,Travail,6.0
2301,Attractivité,Laïcité,2.0
2302,Attractivité,Finance,1.0
2303,Attractivité,International,20.0
2312,Démocratie,Transition,1.0
2313,Démocratie,Innovation,2.0
2314,Démocratie,Citoyenneté,18.0
2315,Démocratie,Grand Lyon,2.0
2316,Démocratie,Économie,1.0
2317,Démocratie,Solidarité,3.0
2318,Démocratie,Inclusion,3.0
2319,Démocratie,Ressources,1.0
2322,Démocratie,Urbanisme,2.0
2324,Démocratie,Service public,10.0
2325,Démocratie,Valeurs,5.0
2328,Démocratie,Prospective,7.0
2329,Démocratie,Pensées politiques,4.0
2330,Démocratie,Numérique,4.0
2333,Démocratie,Veille M3,1.0
2334,Démocratie,Institution,8.0
2335,Démocratie,Patrimoine,1.0
2336,Démocratie,Concertation,17.0
2338,Démocratie,Culture,1.0
2339,Démocratie,Clivages,1.0
2340,Démocratie,Cohésion sociale,3.0
2341,Démocratie,Santé,4.0
2342,Démocratie,Social,2.0
2344,Démocratie,Genre,1.0
2345,Démocratie,Éducation,2.0
2347,Démocratie,Sport,1.0
2348,Démocratie,Recherche,2.0
2355,Démocratie,Évaluation,1.0
2358,Démocratie,International,2.0
2362,Démocratie,Sécurité,2.0
2363,Démocratie,Égalité,1.0
2366,Développement durable,Climat,1.0
2367,Développement durable,Transition,4.0
2371,Développement durable,Économie,2.0
2374,Développement durable,Ressources,2.0
2380,Développement durable,Valeurs,2.0
2423,Management,Innovation,7.0
2425,Management,Grand Lyon,1.0
2426,Management,Économie,1.0
2427,Management,Solidarité,2.0
2432,Management,Urbanisme,1.0
2433,Management,Usage,1.0
2434,Management,Service public,7.0
2440,Management,Numérique,1.0
2442,Management,Entreprise,3.0
2444,Management,Institution,1.0
2451,Management,Santé,1.0
2452,Management,Social,2.0
2456,Management,Jeunesse,2.0
2460,Management,Travail,6.0
2467,Management,Finance,1.0
2475,Data,Mobilité,2.0
2478,Data,Innovation,13.0
2481,Data,Économie,2.0
2487,Data,Urbanisme,1.0
2488,Data,Usage,1.0
2489,Data,Service public,9.0
2493,Data,Prospective,1.0
2495,Data,Numérique,12.0
2497,Data,Entreprise,1.0
2499,Data,Institution,1.0
2503,Data,Culture,1.0
2506,Data,Santé,1.0
2513,Data,Recherche,4.0
2522,Data,Finance,1.0
2530,Évaluation,Mobilité,1.0
2532,Évaluation,Transition,1.0
2533,Évaluation,Innovation,3.0
2535,Évaluation,Grand Lyon,1.0
2536,Évaluation,Économie,2.0
2537,Évaluation,Solidarité,2.0
2538,Évaluation,Inclusion,2.0
2539,Évaluation,Ressources,3.0
2541,Évaluation,Politique de la ville,1.0
2543,Évaluation,Usage,4.0
2544,Évaluation,Service public,10.0
2545,Évaluation,Valeurs,1.0
2546,Évaluation,Cadre de vie,2.0
2547,Évaluation,Pauvreté,1.0
2548,Évaluation,Prospective,10.0
2549,Évaluation,Pensées politiques,1.0
2551,Évaluation,Biodiversité,3.0
2552,Évaluation,Entreprise,2.0
2554,Évaluation,Institution,2.0
2557,Évaluation,Justice,1.0
2561,Évaluation,Santé,3.0
2563,Évaluation,Insertion,1.0
2565,Évaluation,Éducation,2.0
2566,Évaluation,Jeunesse,1.0
2568,Évaluation,Recherche,3.0
2570,Évaluation,Travail,4.0
2572,Évaluation,Démocratie,1.0
2588,Laïcité,Innovation,2.0
2590,Laïcité,Grand Lyon,1.0
2591,Laïcité,Économie,1.0
2592,Laïcité,Solidarité,3.0
2593,Laïcité,Inclusion,7.0
2596,Laïcité,Politique de la ville,1.0
2597,Laïcité,Urbanisme,1.0
2598,Laïcité,Usage,4.0
2599,Laïcité,Service public,5.0
2600,Laïcité,Valeurs,8.0
2601,Laïcité,Cadre de vie,2.0
2603,Laïcité,Prospective,2.0
2604,Laïcité,Pensées politiques,1.0
2605,Laïcité,Numérique,1.0
2606,Laïcité,Biodiversité,1.0
2609,Laïcité,Institution,3.0
2610,Laïcité,Patrimoine,9.0
2611,Laïcité,Concertation,2.0
2613,Laïcité,Culture,4.0
2614,Laïcité,Clivages,3.0
2615,Laïcité,Cohésion sociale,12.0
2617,Laïcité,Social,2.0
2620,Laïcité,Éducation,5.0
2623,Laïcité,Recherche,1.0
2625,Laïcité,Travail,4.0
2626,Laïcité,Attractivité,2.0
2633,Laïcité,International,3.0
2638,Laïcité,Égalité,2.0
2642,Finance,Transition,1.0
2643,Finance,Innovation,1.0
2644,Finance,Citoyenneté,1.0
2645,Finance,Grand Lyon,2.0
2646,Finance,Économie,5.0
2647,Finance,Solidarité,9.0
2653,Finance,Usage,3.0
2654,Finance,Service public,4.0
2655,Finance,Valeurs,1.0
2656,Finance,Cadre de vie,1.0
2662,Finance,Entreprise,4.0
2664,Finance,Institution,6.0
2665,Finance,Patrimoine,1.0
2668,Finance,Culture,3.0
2680,Finance,Travail,1.0
2681,Finance,Attractivité,1.0
2684,Finance,Management,1.0
2685,Finance,Data,1.0
2688,Finance,International,2.0
2695,International,Mobilité,3.0
2696,International,Climat,1.0
2697,International,Transition,7.0
2698,International,Innovation,5.0
2699,International,Citoyenneté,4.0
2700,International,Grand Lyon,19.0
2701,International,Économie,3.0
2702,International,Solidarité,11.0
2703,International,Inclusion,27.0
2704,International,Ressources,1.0
2705,International,Temps,2.0
2706,International,Politique de la ville,3.0
2707,International,Urbanisme,11.0
2710,International,Valeurs,2.0
2711,International,Cadre de vie,3.0
2714,International,Pensées politiques,2.0
2715,International,Numérique,5.0
2716,International,Biodiversité,2.0
2717,International,Entreprise,7.0
2718,International,Veille M3,1.0
2719,International,Institution,8.0
2720,International,Patrimoine,1.0
2721,International,Concertation,2.0
2722,International,Justice,2.0
2723,International,Culture,5.0
2725,International,Cohésion sociale,5.0
2726,International,Santé,2.0
2728,International,Insertion,4.0
2730,International,Éducation,1.0
2733,International,Recherche,7.0
2734,International,Handicap,2.0
2735,International,Travail,6.0
2736,International,Attractivité,20.0
2737,International,Démocratie,2.0
2742,International,Laïcité,3.0
2743,International,Finance,2.0
2746,International,Personnes âgées,2.0
2747,International,Sécurité,1.0
2752,Action publique,Transition,3.0
2755,Action publique,Grand Lyon,2.0
2778,Action publique,Culture,1.0
2800,Action publique,Revue M3,1.0
2807,Revue M3,Transition,1.0
2833,Revue M3,Culture,1.0
2855,Revue M3,Action publique,1.0
2863,Personnes âgées,Innovation,4.0
2867,Personnes âgées,Solidarité,4.0
2868,Personnes âgées,Inclusion,3.0
2873,Personnes âgées,Usage,2.0
2874,Personnes âgées,Service public,1.0
2876,Personnes âgées,Cadre de vie,3.0
2878,Personnes âgées,Prospective,2.0
2880,Personnes âgées,Numérique,1.0
2890,Personnes âgées,Cohésion sociale,2.0
2891,Personnes âgées,Santé,3.0
2892,Personnes âgées,Social,2.0
2896,Personnes âgées,Jeunesse,2.0
2909,Personnes âgées,International,2.0
2915,Sécurité,Mobilité,1.0
2916,Sécurité,Climat,1.0
2919,Sécurité,Citoyenneté,1.0
2920,Sécurité,Grand Lyon,2.0
2921,Sécurité,Économie,1.0
2923,Sécurité,Inclusion,1.0
2927,Sécurité,Urbanisme,2.0
2929,Sécurité,Service public,1.0
2930,Sécurité,Valeurs,1.0
2931,Sécurité,Cadre de vie,4.0
2933,Sécurité,Prospective,2.0
2936,Sécurité,Biodiversité,1.0
2939,Sécurité,Institution,4.0
2942,Sécurité,Justice,1.0
2944,Sécurité,Clivages,3.0
2945,Sécurité,Cohésion sociale,4.0
2946,Sécurité,Santé,4.0
2947,Sécurité,Social,2.0
2950,Sécurité,Éducation,1.0
2953,Sécurité,Recherche,1.0
2957,Sécurité,Démocratie,2.0
2964,Sécurité,International,1.0
2975,Égalité,Grand Lyon,1.0
2977,Égalité,Solidarité,1.0
2978,Égalité,Inclusion,1.0
2981,Égalité,Politique de la ville,1.0
2982,Égalité,Urbanisme,1.0
2994,Égalité,Institution,1.0
2998,Égalité,Culture,1.0
2999,Égalité,Clivages,2.0
3000,Égalité,Cohésion sociale,1.0
3004,Égalité,Genre,1.0
3012,Égalité,Démocratie,1.0
3017,Égalité,Laïcité,2.0
3065,Emploi,Travail,1.0
